record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by,is_impossible_attendance,attendance_valid,attendance_rate_pct,day_of_week,is_sunday,is_proxy_fraud
ATT0003290,2025-12-30,SCH0141,9,219,209,True,Headmaster,False,True,95.4337899543379,Tuesday,False,False
ATT0018077,2025-08-19,SCH0411,V,212,152,True,Class Teacher,False,True,71.69811320754717,Tuesday,False,False
ATT0002500,2025-06-29,SCH0311,6,208,143,False,Clerk,False,True,68.75,Sunday,True,False
ATT0012102,2026-02-26,SCH0328,III,170,114,True,Headmaster,False,True,67.05882352941175,Thursday,False,False
ATT0006244,2026-03-05,SCH0276,1,120,114,False,Headmaster,False,True,95.0,Thursday,False,False
ATT0013638,2025-04-09,S0258,4,52,42,True,Unknown,False,True,80.76923076923077,Wednesday,False,False
ATT0016907,2025-07-26,0128,10,173,158,,Class Teacher,False,True,91.32947976878613,Saturday,False,False
ATT0019731,2025-11-15,S0532,5,111,80,,Admin,False,True,72.07207207207207,Saturday,False,False
ATT0010334,2026-01-09,SCH0284,5,142,113,True,Headmaster,False,True,79.5774647887324,Friday,False,False
ATT0011039,2025-09-06,SCH0179,7,275,231,True,Headmaster,False,True,84.0,Saturday,False,False
ATT0000053,2026-04-03,SCH0109,6,181,112,True,Clerk,False,True,61.87845303867403,Friday,False,False
ATT0005273,2026-03-23,SCH0091,I,123,114,True,Headmaster,False,True,92.6829268292683,Monday,False,False
ATT0012555,2025-09-27,SCH0473,III,296,208,True,Clerk,False,True,70.27027027027027,Saturday,False,False
ATT0017886,2025-07-10,SCH0501,3,212,181,,Class Teacher,False,True,85.37735849056604,Thursday,False,False
ATT0002575,2025-02-04,SCH0084,V,137,86,True,Headmaster,False,True,62.77372262773723,Tuesday,False,False
ATT0013524,2025-05-21,SCH0549,II,91,66,True,Unknown,False,True,72.52747252747253,Wednesday,False,False
ATT0015540,2025-08-26,SCH0448,10,276,222,True,Headmaster,False,True,80.43478260869566,Tuesday,False,False
ATT0004221,2026-01-03,SCH0229,10,238,195,False,Headmaster,False,True,81.9327731092437,Saturday,False,False
ATT0013271,2025-04-18,SCH0127,IV,127,99,,Admin,False,True,77.95275590551181,Friday,False,False
ATT0006229,2026-01-31,S0028,V,291,255,True,Headmaster,False,True,87.62886597938144,Saturday,False,False
ATT0013909,2025-12-04,SCH0012,5,117,105,,Clerk,False,True,89.74358974358975,Thursday,False,False
ATT0018328,2026-01-18,SCH0362,8,251,230,True,Class Teacher,False,True,91.63346613545816,Sunday,True,False
ATT0011227,2026-02-08,S0494,I,74,74,True,Admin,False,True,100.0,Sunday,True,True
ATT0010032,2025-06-01,SCH0166,2,254,169,,Unknown,False,True,66.53543307086615,Sunday,True,False
ATT0001406,2025-05-19,SCH0208,1,142,117,True,Headmaster,False,True,82.3943661971831,Monday,False,False
ATT0015209,2025-05-19,SCH0425,10,214,141,True,Clerk,False,True,65.88785046728972,Monday,False,False
ATT0004090,2025-08-07,SCH0436,III,106,80,True,Admin,False,True,75.47169811320755,Thursday,False,False
ATT0008021,2026-01-15,SCH0049,I,232,172,True,Class Teacher,False,True,74.13793103448276,Thursday,False,False
ATT0013926,2025-05-03,SCH0252,III,46,32,True,Headmaster,False,True,69.56521739130434,Saturday,False,False
ATT0018458,2025-08-08,0117,II,172,137,,Clerk,False,True,79.65116279069767,Friday,False,False
ATT0012190,2025-08-23,SCH0249,I,260,225,True,Headmaster,False,True,86.53846153846155,Saturday,False,False
ATT0012224,2025-08-31,SCH0581,10,157,132,True,Admin,False,True,84.07643312101911,Sunday,True,False
ATT0003602,2026-03-26,SCH0321,I,113,70,True,Headmaster,False,True,61.94690265486725,Thursday,False,False
ATT0008806,2025-07-26,SCH0138,10,54,49,True,Clerk,False,True,90.74074074074075,Saturday,False,False
ATT0009464,2025-11-13,SCH0132,V,139,129,,Headmaster,False,True,92.80575539568345,Thursday,False,False
ATT0017053,2026-02-11,SCH0046,8,282,189,True,Headmaster,False,True,67.02127659574468,Wednesday,False,False
ATT0009666,2025-06-07,SCH0562,4,103,103,True,Headmaster,False,True,100.0,Saturday,False,False
ATT0017819,2026-02-28,SCH0535,IV,120,77,True,Headmaster,False,True,64.16666666666667,Saturday,False,False
ATT0002924,2025-04-28,SCH0188,9,43,35,True,Clerk,False,True,81.3953488372093,Monday,False,False
ATT0014605,2025-09-10,SCH0473,10,226,211,True,Class Teacher,False,True,93.36283185840708,Wednesday,False,False
ATT0001065,2025-10-18,S0552,4,186,119,True,Class Teacher,False,True,63.97849462365591,Saturday,False,False
ATT0015286,2025-11-13,0232,6,93,61,True,Headmaster,False,True,65.59139784946237,Thursday,False,False
ATT0014443,2025-12-27,SCH0566,5,210,191,True,Admin,False,True,90.95238095238095,Saturday,False,False
ATT0009263,2025-09-24,SCH0534,2,82,70,False,Admin,False,True,85.36585365853658,Wednesday,False,False
ATT0010503,2025-07-14,SCH0555,8,48,29,True,Clerk,False,True,60.416666666666664,Monday,False,False
ATT0008749,2025-02-09,SCH0309,7,207,172,True,Unknown,False,True,83.09178743961353,Sunday,True,False
ATT0001772,2025-06-19,SCH0479,IV,169,169,True,Class Teacher,False,True,100.0,Thursday,False,False
ATT0014346,2025-12-27,SCH0047,IV,100,90,False,Unknown,False,True,90.0,Saturday,False,False
ATT0009009,2025-10-12,S0319,5,55,49,,Clerk,False,True,89.0909090909091,Sunday,True,False
ATT0013724,2025-06-09,SCH0150,9,270,202,True,Admin,False,True,74.81481481481481,Monday,False,False
ATT0011041,2025-04-10,SCH0298,V,105,88,True,Admin,False,True,83.80952380952381,Thursday,False,False
ATT0000333,2026-01-04,SCH0342,4,103,103,True,Headmaster,False,True,100.0,Sunday,True,True
ATT0003990,2026-03-01,0540,5,296,296,True,Admin,False,True,100.0,Sunday,True,True
ATT0012296,2026-02-18,SCH0277,5,141,122,True,Admin,False,True,86.52482269503547,Wednesday,False,False
ATT0000684,2025-09-14,S0387,7,277,215,True,Unknown,False,True,77.6173285198556,Sunday,True,False
ATT0003866,2025-09-12,SCH0118,V,178,148,,Headmaster,False,True,83.14606741573034,Friday,False,False
ATT0007403,2026-07-03,SCH0168,1,76,50,True,Class Teacher,False,True,65.78947368421053,Friday,False,False
ATT0016006,2025-10-18,S0536,5,143,89,False,Clerk,False,True,62.23776223776224,Saturday,False,False
ATT0015765,2025-04-09,SCH0503,7,254,189,False,Headmaster,False,True,74.40944881889764,Wednesday,False,False
ATT0008878,2025-12-04,SCH0106,3,289,222,,Headmaster,False,True,76.8166089965398,Thursday,False,False
ATT0014178,2025-10-21,SCH0236,V,172,139,True,Class Teacher,False,True,80.81395348837209,Tuesday,False,False
ATT0007815,2026-05-03,SCH0501,I,277,186,True,Class Teacher,False,True,67.14801444043322,Sunday,True,False
ATT0006232,2026-03-11,SCH0181,1,68,68,True,Headmaster,False,True,100.0,Wednesday,False,False
ATT0016469,2025-12-08,SCH0169,6,216,191,True,Unknown,False,True,88.42592592592592,Monday,False,False
ATT0009126,2025-10-25,SCH0069,IV,222,160,True,Headmaster,False,True,72.07207207207207,Saturday,False,False
ATT0002300,2026-07-03,SCH0311,8,269,214,False,Headmaster,False,True,79.5539033457249,Friday,False,False
ATT0016892,2025-11-10,SCH0423,7,40,29,True,Clerk,False,True,72.5,Monday,False,False
ATT0004468,2025-11-28,SCH0563,9,212,176,True,Unknown,False,True,83.01886792452831,Friday,False,False
ATT0017055,2025-07-29,SCH0330,4,241,158,True,Admin,False,True,65.56016597510373,Tuesday,False,False
ATT0012839,2026-02-14,SCH0121,III,135,93,True,Headmaster,False,True,68.88888888888889,Saturday,False,False
ATT0005170,2026-02-27,SCH0475,9,235,150,True,Admin,False,True,63.829787234042556,Friday,False,False
ATT0004247,2025-06-26,SCH0372,8,177,165,,Headmaster,False,True,93.22033898305084,Thursday,False,False
ATT0013220,2025-11-14,SCH0339,I,45,30,,Class Teacher,False,True,66.66666666666666,Friday,False,False
ATT0005632,2025-05-06,SCH0294,I,104,81,True,Headmaster,False,True,77.88461538461539,Tuesday,False,False
ATT0018679,2025-08-05,SCH0219,10,189,114,True,Class Teacher,False,True,60.317460317460316,Tuesday,False,False
ATT0015742,2025-04-21,SCH0041,V,234,151,False,Unknown,False,True,64.52991452991454,Monday,False,False
ATT0014322,2025-12-07,SCH0009,5,65,46,,Headmaster,False,True,70.76923076923077,Sunday,True,False
ATT0011664,2025-07-27,SCH0269,3,58,43,False,Headmaster,False,True,74.13793103448276,Sunday,True,False
ATT0001684,2025-04-15,SCH0493,7,171,177,,Class Teacher,True,False,,Tuesday,False,False
ATT0004715,2025-06-03,SCH0392,II,151,135,True,Class Teacher,False,True,89.40397350993378,Tuesday,False,False
ATT0011817,2025-04-21,SCH0300,5,256,200,True,Class Teacher,False,True,78.125,Monday,False,False
ATT0008454,2025-11-23,SCH0410,II,155,145,True,Class Teacher,False,True,93.54838709677419,Sunday,True,False
ATT0000579,2026-03-25,SCH0153,I,224,211,True,Unknown,False,True,94.19642857142857,Wednesday,False,False
ATT0019147,2025-12-11,SCH0586,7,145,94,True,Headmaster,False,True,64.82758620689654,Thursday,False,False
ATT0008196,2025-05-12,SCH0169,7,188,116,True,Clerk,False,True,61.702127659574465,Monday,False,False
ATT0000335,2025-05-23,SCH0049,10,222,139,True,Class Teacher,False,True,62.612612612612615,Friday,False,False
,2025-05-07,SCH0292,5,152,131,True,Admin,False,True,86.18421052631578,Wednesday,False,False
ATT0009396,2025-01-12,SCH0495,III,148,97,True,Unknown,False,True,65.54054054054053,Sunday,True,False
ATT0010575,2025-10-26,S0127,4,153,121,,Clerk,False,True,79.08496732026144,Sunday,True,False
ATT0015154,2025-12-07,SCH0504,9,206,147,False,Headmaster,False,True,71.35922330097088,Sunday,True,False
,2025-04-24,SCH0178,10,104,87,True,Clerk,False,True,83.65384615384616,Thursday,False,False
ATT0007572,2025-08-08,S0233,7,224,209,True,Headmaster,False,True,93.30357142857143,Friday,False,False
ATT0005724,2025-11-25,SCH0146,II,179,163,True,Headmaster,False,True,91.06145251396647,Tuesday,False,False
ATT0005972,2026-02-04,SCH0252,6,215,195,True,Unknown,False,True,90.69767441860465,Wednesday,False,False
ATT0018401,2025-07-02,SCH0030,7,197,118,True,Admin,False,True,59.89847715736041,Wednesday,False,False
ATT0000677,2025-06-11,SCH0262,6,81,54,True,Unknown,False,True,66.66666666666666,Wednesday,False,False
ATT0015180,2025-06-20,SCH0552,4,158,151,,Unknown,False,True,95.56962025316456,Friday,False,False
,2025-03-10,SCH0163,I,287,261,,Headmaster,False,True,90.94076655052264,Monday,False,False
ATT0006833,2025-07-13,SCH0447,3,265,265,True,Headmaster,False,True,100.0,Sunday,True,True
ATT0007222,2025-09-21,SCH0505,2,125,125,True,Clerk,False,True,100.0,Sunday,True,True
ATT0000783,2025-05-04,SCH0138,3,259,203,True,Headmaster,False,True,78.37837837837837,Sunday,True,False
ATT0011399,2025-05-13,SCH0280,V,94,70,True,Headmaster,False,True,74.46808510638297,Tuesday,False,False
ATT0010160,2025-08-20,SCH0344,IV,270,194,False,Headmaster,False,True,71.85185185185186,Wednesday,False,False
ATT0019539,2026-01-07,SCH0137,8,242,228,True,Clerk,False,True,94.21487603305785,Wednesday,False,False
ATT0001797,2025-09-07,S0511,10,235,235,,Headmaster,False,True,100.0,Sunday,True,True
ATT0014702,2025-10-04,SCH0245,III,192,206,,Headmaster,True,False,,Saturday,False,False
ATT0010476,2025-06-29,S0231,10,144,114,True,Class Teacher,False,True,79.16666666666666,Sunday,True,False
ATT0017283,2026-03-13,SCH0173,6,298,265,,Headmaster,False,True,88.9261744966443,Friday,False,False
ATT0008230,2026-01-02,0313,III,140,84,True,Class Teacher,False,True,60.0,Friday,False,False
ATT0006378,2025-10-21,S0204,3,44,62,,Clerk,True,False,,Tuesday,False,False
ATT0007507,2025-04-15,SCH0024,3,125,87,True,Headmaster,False,True,69.6,Tuesday,False,False
ATT0012152,2025-11-23,SCH0429,II,234,155,False,Class Teacher,False,True,66.23931623931624,Sunday,True,False
ATT0000184,2026-01-18,SCH0169,1,103,65,,Headmaster,False,True,63.10679611650486,Sunday,True,False
ATT0018921,2025-11-17,SCH0482,8,169,145,,Headmaster,False,True,85.79881656804734,Monday,False,False
ATT0003167,2025-04-19,SCH0547,V,177,143,True,Headmaster,False,True,80.7909604519774,Saturday,False,False
ATT0004062,2026-03-07,SCH0048,I,69,43,True,Headmaster,False,True,62.31884057971014,Saturday,False,False
ATT0002298,2025-05-16,SCH0119,7,228,169,True,Clerk,False,True,74.12280701754386,Friday,False,False
ATT0010857,2026-01-06,S0278,1,91,67,True,Class Teacher,False,True,73.62637362637363,Tuesday,False,False
ATT0019851,2025-05-18,S0592,5,226,226,True,Clerk,False,True,100.0,Sunday,True,True
ATT0016660,2025-10-27,SCH0134,7,159,142,True,Headmaster,False,True,89.30817610062893,Monday,False,False
ATT0002837,2025-08-26,SCH0007,7,48,43,True,Admin,False,True,89.58333333333334,Tuesday,False,False
ATT0012621,2025-04-30,SCH0211,8,188,143,True,Clerk,False,True,76.06382978723404,Wednesday,False,False
ATT0009659,2026-02-05,SCH0375,IV,64,53,True,Class Teacher,False,True,82.8125,Thursday,False,False
ATT0007703,2025-12-12,SCH0549,V,126,94,False,Admin,False,True,74.60317460317461,Friday,False,False
ATT0010073,2025-09-20,SCH0270,I,65,45,False,Clerk,False,True,69.23076923076923,Saturday,False,False
ATT0001956,2025-03-04,SCH0071,III,267,209,False,Class Teacher,False,True,78.27715355805243,Tuesday,False,False
ATT0014539,2025-09-10,SCH0135,V,148,114,True,Unknown,False,True,77.02702702702703,Wednesday,False,False
ATT0009729,2026-01-19,S0037,5,142,118,False,Unknown,False,True,83.09859154929578,Monday,False,False
ATT0011983,2025-08-22,SCH0568,IV,132,121,,Headmaster,False,True,91.66666666666666,Friday,False,False
ATT0008936,2025-10-12,SCH0523,III,234,207,True,Admin,False,True,88.46153846153845,Sunday,True,False
ATT0012894,2025-12-10,SCH0550,2,162,121,,Clerk,False,True,74.69135802469135,Wednesday,False,False
ATT0012625,2026-02-03,SCH0121,10,129,110,,Unknown,False,True,85.27131782945736,Tuesday,False,False
ATT0017516,2025-07-23,SCH0515,4,45,36,,Clerk,False,True,80.0,Wednesday,False,False
ATT0000534,2026-02-09,SCH0187,7,262,162,True,Clerk,False,True,61.832061068702295,Monday,False,False
ATT0014798,2026-03-09,SCH0096,4,292,238,True,Unknown,False,True,81.5068493150685,Monday,False,False
ATT0000470,2026-01-29,SCH0240,1,272,202,,Headmaster,False,True,74.26470588235294,Thursday,False,False
ATT0019698,2025-11-29,S0571,4,110,67,True,Headmaster,False,True,60.909090909090914,Saturday,False,False
ATT0010300,2025-12-02,SCH0327,8,211,133,True,Headmaster,False,True,63.03317535545023,Tuesday,False,False
ATT0013016,2025-06-02,SCH0261,3,264,220,True,Clerk,False,True,83.33333333333334,Monday,False,False
ATT0019288,2025-08-25,SCH0005,IV,49,38,False,Admin,False,True,77.55102040816327,Monday,False,False
ATT0003762,2026-01-14,SCH0121,I,152,122,,Headmaster,False,True,80.26315789473685,Wednesday,False,False
ATT0010159,2025-07-04,SCH0444,1,219,145,True,Headmaster,False,True,66.21004566210046,Friday,False,False
ATT0006832,2026-02-01,SCH0580,III,127,108,,Headmaster,False,True,85.03937007874016,Sunday,True,False
ATT0017460,2025-11-11,SCH0382,8,216,170,True,Headmaster,False,True,78.70370370370371,Tuesday,False,False
ATT0009708,2025-07-17,SCH0344,6,153,143,True,Unknown,False,True,93.4640522875817,Thursday,False,False
ATT0014633,2025-04-22,SCH0328,10,280,185,True,Admin,False,True,66.07142857142857,Tuesday,False,False
ATT0006492,2025-05-28,SCH0122,3,92,69,True,Admin,False,True,75.0,Wednesday,False,False
ATT0001267,2025-06-15,SCH0003,7,223,240,True,Admin,True,False,,Sunday,True,False
ATT0009296,2025-06-14,SCH0084,10,125,111,,Unknown,False,True,88.8,Saturday,False,False
ATT0007686,2025-04-06,SCH0251,8,66,47,,Headmaster,False,True,71.21212121212122,Sunday,True,False
ATT0006730,2026-01-22,SCH0494,8,117,107,True,Unknown,False,True,91.45299145299145,Thursday,False,False
ATT0006761,2026-01-13,SCH0059,9,79,98,False,Class Teacher,True,False,,Tuesday,False,False
ATT0014805,2025-12-18,SCH0410,1,170,153,True,Clerk,False,True,90.0,Thursday,False,False
ATT0003781,2025-06-23,SCH0370,I,285,255,True,Headmaster,False,True,89.47368421052632,Monday,False,False
ATT0013629,2025-11-19,S0344,2,96,71,True,Clerk,False,True,73.95833333333334,Wednesday,False,False
ATT0005761,2025-10-31,SCH0185,IV,52,49,,Headmaster,False,True,94.23076923076923,Friday,False,False
ATT0009273,2026-02-13,S0474,9,213,167,True,Admin,False,True,78.40375586854461,Friday,False,False
ATT0012724,2025-09-01,SCH0279,1,62,62,True,Headmaster,False,True,100.0,Monday,False,False
ATT0013882,2025-08-06,SCH0281,I,138,138,True,Clerk,False,True,100.0,Wednesday,False,False
ATT0005332,2025-09-10,SCH0255,IV,172,121,True,Clerk,False,True,70.34883720930233,Wednesday,False,False
ATT0015295,2026-03-10,SCH0486,8,188,164,,Headmaster,False,True,87.2340425531915,Tuesday,False,False
ATT0005344,2025-09-28,S0033,7,294,230,True,Unknown,False,True,78.2312925170068,Sunday,True,False
,2026-01-15,SCH0322,1,257,174,True,Unknown,False,True,67.70428015564202,Thursday,False,False
ATT0009752,2025-05-25,SCH0087,IV,249,157,,Clerk,False,True,63.05220883534136,Sunday,True,False
ATT0001567,2026-02-21,SCH0213,8,273,179,True,Headmaster,False,True,65.56776556776556,Saturday,False,False
ATT0016376,2026-01-06,SCH0207,8,245,212,,Clerk,False,True,86.53061224489797,Tuesday,False,False
ATT0012228,2025-09-23,SCH0359,10,64,39,True,Headmaster,False,True,60.9375,Tuesday,False,False
ATT0010910,2025-08-25,SCH0477,7,235,224,True,Headmaster,False,True,95.31914893617022,Monday,False,False
ATT0006893,2025-03-10,SCH0272,1,184,158,False,Admin,False,True,85.86956521739131,Monday,False,False
ATT0004515,2025-07-13,S0235,3,97,91,True,Headmaster,False,True,93.81443298969072,Sunday,True,False
ATT0019326,2025-09-01,SCH0109,6,180,180,True,Headmaster,False,True,100.0,Monday,False,False
ATT0019188,2026-01-09,SCH0112,9,263,216,True,Headmaster,False,True,82.12927756653993,Friday,False,False
ATT0006166,2025-07-24,0381,III,265,237,,Headmaster,False,True,89.43396226415095,Thursday,False,False
ATT0014329,2025-04-06,SCH0584,9,190,159,True,Headmaster,False,True,83.6842105263158,Sunday,True,False
ATT0006952,2025-12-29,SCH0320,10,246,224,True,Admin,False,True,91.05691056910568,Monday,False,False
ATT0019913,2025-05-04,SCH0105,IV,122,122,True,Headmaster,False,True,100.0,Sunday,True,True
ATT0001545,2025-12-31,SCH0411,2,286,269,True,Clerk,False,True,94.05594405594405,Wednesday,False,False
ATT0014549,2025-09-10,SCH0305,I,266,224,True,Class Teacher,False,True,84.21052631578947,Wednesday,False,False
ATT0017979,2025-08-22,S0177,III,84,78,True,Unknown,False,True,92.85714285714286,Friday,False,False
ATT0002605,2026-08-03,SCH0119,2,120,120,True,Class Teacher,False,True,100.0,Monday,False,False
ATT0009939,2025-02-12,SCH0247,1,180,130,True,Headmaster,False,True,72.22222222222221,Wednesday,False,False
ATT0005668,2026-01-23,SCH0284,9,274,294,True,Admin,True,False,,Friday,False,False
ATT0003178,2025-11-23,SCH0491,8,233,233,,Headmaster,False,True,100.0,Sunday,True,True
ATT0015883,2026-01-02,SCH0344,1,85,82,False,Class Teacher,False,True,96.47058823529412,Friday,False,False
ATT0010651,2025-07-03,SCH0250,6,170,138,False,Admin,False,True,81.17647058823529,Thursday,False,False
ATT0016813,2025-12-31,SCH0214,10,54,38,True,Class Teacher,False,True,70.37037037037037,Wednesday,False,False
ATT0001282,2025-07-24,SCH0058,4,199,148,True,Unknown,False,True,74.37185929648241,Thursday,False,False
ATT0002567,2025-06-02,SCH0445,8,179,158,True,Class Teacher,False,True,88.26815642458101,Monday,False,False
ATT0019847,2025-05-26,SCH0458,5,43,37,True,Unknown,False,True,86.04651162790698,Monday,False,False
ATT0009657,2025-05-27,SCH0031,8,288,173,,Unknown,False,True,60.06944444444444,Tuesday,False,False
ATT0002472,2026-01-28,S0091,V,289,282,,Admin,False,True,97.57785467128028,Wednesday,False,False
ATT0013940,2025-06-06,SCH0073,9,97,60,False,Headmaster,False,True,61.855670103092784,Friday,False,False
ATT0005588,2025-04-11,SCH0285,7,189,137,,Headmaster,False,True,72.4867724867725,Friday,False,False
ATT0005220,2025-10-12,0113,7,250,250,True,Class Teacher,False,True,100.0,Sunday,True,True
ATT0012499,2025-07-29,SCH0213,6,254,184,,Class Teacher,False,True,72.44094488188976,Tuesday,False,False
ATT0009526,2025-06-18,SCH0507,4,220,235,False,Unknown,True,False,,Wednesday,False,False
ATT0017051,2025-09-09,SCH0021,1,297,297,True,Unknown,False,True,100.0,Tuesday,False,False
ATT0012078,2025-11-16,SCH0062,V,172,136,,Admin,False,True,79.06976744186046,Sunday,True,False
ATT0019166,2025-07-12,SCH0192,II,166,166,,Clerk,False,True,100.0,Saturday,False,False
ATT0012413,2025-09-18,SCH0564,10,164,122,True,Clerk,False,True,74.39024390243902,Thursday,False,False
ATT0004127,2025-12-03,SCH0033,4,44,41,True,Admin,False,True,93.18181818181817,Wednesday,False,False
ATT0014903,2025-04-08,SCH0586,8,155,140,True,Headmaster,False,True,90.32258064516128,Tuesday,False,False
ATT0008249,2025-05-18,SCH0233,9,261,261,,Headmaster,False,True,100.0,Sunday,True,True
ATT0012383,2025-08-10,SCH0178,III,40,32,False,Class Teacher,False,True,80.0,Sunday,True,False
ATT0003600,2025-09-30,SCH0170,V,202,139,True,Admin,False,True,68.8118811881188,Tuesday,False,False
ATT0014317,2025-04-24,SCH0406,8,109,93,True,Clerk,False,True,85.3211009174312,Thursday,False,False
ATT0015354,2025-12-16,SCH0552,I,250,158,,Admin,False,True,63.2,Tuesday,False,False
ATT0010360,2025-09-05,SCH0475,6,153,136,True,Headmaster,False,True,88.88888888888889,Friday,False,False
ATT0004295,2025-05-09,SCH0465,2,132,116,True,Class Teacher,False,True,87.87878787878788,Friday,False,False
ATT0013378,2025-08-07,SCH0211,5,285,243,,Class Teacher,False,True,85.26315789473684,Thursday,False,False
ATT0009420,2025-08-10,0265,5,116,82,True,Admin,False,True,70.6896551724138,Sunday,True,False
ATT0012061,2026-01-01,SCH0244,7,120,89,,Headmaster,False,True,74.16666666666667,Thursday,False,False
ATT0012777,2026-02-04,S0537,10,185,133,,Unknown,False,True,71.89189189189189,Wednesday,False,False
ATT0004094,2025-02-12,S0022,II,109,100,True,Unknown,False,True,91.74311926605505,Wednesday,False,False
ATT0007477,2025-10-14,SCH0546,II,100,65,True,Admin,False,True,65.0,Tuesday,False,False
ATT0019662,2025-10-05,SCH0177,3,74,66,,Unknown,False,True,89.1891891891892,Sunday,True,False
ATT0015899,2025-05-08,0388,3,299,226,True,Class Teacher,False,True,75.58528428093646,Thursday,False,False
ATT0010440,2025-09-08,SCH0286,IV,269,215,True,Admin,False,True,79.92565055762083,Monday,False,False
ATT0019772,2025-05-06,SCH0402,I,53,36,False,Headmaster,False,True,67.9245283018868,Tuesday,False,False
ATT0003403,2025-05-20,SCH0199,3,272,222,True,Headmaster,False,True,81.61764705882352,Tuesday,False,False
ATT0007327,2025-09-30,SCH0275,V,280,210,True,Headmaster,False,True,75.0,Tuesday,False,False
ATT0003915,2026-01-04,SCH0598,7,207,136,,Headmaster,False,True,65.70048309178745,Sunday,True,False
ATT0019591,2025-10-29,0264,V,117,73,True,Class Teacher,False,True,62.39316239316239,Wednesday,False,False
ATT0015695,2025-07-06,SCH0234,I,128,128,True,Admin,False,True,100.0,Sunday,True,True
ATT0008747,2025-07-04,SCH0125,10,269,169,True,Clerk,False,True,62.825278810408925,Friday,False,False
ATT0016018,2025-11-17,SCH0539,4,288,189,True,Admin,False,True,65.625,Monday,False,False
ATT0014772,2025-09-26,SCH0162,V,88,69,True,Unknown,False,True,78.4090909090909,Friday,False,False
ATT0007540,2025-12-05,SCH0505,2,228,201,True,Class Teacher,False,True,88.1578947368421,Friday,False,False
ATT0003077,2025-06-18,SCH0402,II,124,93,True,Headmaster,False,True,75.0,Wednesday,False,False
ATT0005606,2025-11-11,SCH0423,6,263,170,,Admin,False,True,64.63878326996198,Tuesday,False,False
,2025-10-23,SCH0452,1,206,197,True,Headmaster,False,True,95.63106796116504,Thursday,False,False
ATT0008744,2025-04-26,SCH0476,7,120,92,True,Class Teacher,False,True,76.66666666666667,Saturday,False,False
ATT0008281,2026-03-19,SCH0190,I,227,145,False,Clerk,False,True,63.87665198237885,Thursday,False,False
ATT0017081,2025-08-12,SCH0395,10,269,225,True,Class Teacher,False,True,83.64312267657994,Tuesday,False,False
ATT0013577,2025-11-23,SCH0099,4,287,287,,Headmaster,False,True,100.0,Sunday,True,True
ATT0003987,2025-10-12,SCH0003,3,219,178,True,Class Teacher,False,True,81.27853881278538,Sunday,True,False
ATT0012446,2025-12-21,SCH0563,III,87,87,True,Admin,False,True,100.0,Sunday,True,True
ATT0007740,2025-08-06,SCH0521,10,112,122,False,Clerk,True,False,,Wednesday,False,False
ATT0006076,2025-05-16,S0529,V,88,102,True,Admin,True,False,,Friday,False,False
ATT0016404,2025-07-27,SCH0142,4,193,193,,Headmaster,False,True,100.0,Sunday,True,True
ATT0012223,2025-04-29,SCH0092,8,133,133,,Clerk,False,True,100.0,Tuesday,False,False
ATT0003825,2025-09-04,SCH0390,1,281,172,True,Headmaster,False,True,61.20996441281139,Thursday,False,False
ATT0015169,2025-11-14,SCH0073,II,194,162,True,Admin,False,True,83.50515463917526,Friday,False,False
ATT0019594,2025-08-29,SCH0029,9,294,208,,Unknown,False,True,70.74829931972789,Friday,False,False
ATT0007790,2025-04-22,SCH0536,III,115,100,True,Headmaster,False,True,86.95652173913044,Tuesday,False,False
ATT0019747,2025-12-01,SCH0202,10,103,94,True,Admin,False,True,91.2621359223301,Monday,False,False
ATT0000158,2025-09-09,SCH0563,8,72,72,True,Unknown,False,True,100.0,Tuesday,False,False
ATT0000189,2025-08-16,SCH0057,10,202,156,,Unknown,False,True,77.22772277227723,Saturday,False,False
ATT0003578,2025-06-06,SCH0498,9,71,59,True,Class Teacher,False,True,83.09859154929578,Friday,False,False
ATT0002494,2025-06-03,S0124,II,78,63,True,Clerk,False,True,80.76923076923077,Tuesday,False,False
ATT0008125,2025-11-07,SCH0344,6,69,58,True,Admin,False,True,84.05797101449275,Friday,False,False
ATT0016133,2025-05-30,SCH0169,8,139,124,True,Unknown,False,True,89.20863309352518,Friday,False,False
ATT0016234,2025-08-04,SCH0448,IV,196,212,,Admin,True,False,,Monday,False,False
ATT0008822,2025-05-11,SCH0227,10,154,95,True,Class Teacher,False,True,61.68831168831169,Sunday,True,False
ATT0006188,2025-12-21,SCH0561,II,210,210,True,Class Teacher,False,True,100.0,Sunday,True,True
ATT0015787,2025-12-13,SCH0380,10,283,221,True,Class Teacher,False,True,78.09187279151944,Saturday,False,False
ATT0008804,2025-10-29,SCH0493,7,80,66,,Admin,False,True,82.5,Wednesday,False,False
ATT0007271,2025-07-12,SCH0599,7,274,286,False,Class Teacher,True,False,,Saturday,False,False
ATT0004067,2026-02-12,SCH0545,7,218,185,True,Clerk,False,True,84.86238532110092,Thursday,False,False
ATT0018775,2026-09-03,SCH0091,III,96,71,True,Class Teacher,False,True,73.95833333333334,Thursday,False,False
ATT0007538,2025-05-08,SCH0093,V,52,37,,Admin,False,True,71.15384615384616,Thursday,False,False
ATT0008065,2026-03-13,SCH0338,I,140,123,False,Unknown,False,True,87.85714285714286,Friday,False,False
