procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,quantity_kg,total_cost_inr,cost_per_kg
MDM007629,2025-11-07,S0338,Kumar & Co.,Edible Oil,,,"Rs. 4,500",Pending,0.0,0.45,0.0
MDM011217,2025-06-11,SCH0027,Goyal Enterprises,Pulses,1.162,Sacks,5229,Paid,58.099999999999994,5229.0,90.00000000000001
MDM007920,2025-04-08,SCH0213,Goyal Enterprises,Edible Oil,0.792,Bori,4752,Pending,39.6,4752.0,120.0
MDM011218,2026-06-02,SCH0149,Sharma Traders,Wheat,18.9,KGS,567,Pending,18.9,567.0,30.000000000000004
MDM000145,2025-10-01,SCH0171,Kumar General Store,Pulses,15.9 kg,,1431,Pending,15.9,1431.0,90.0
MDM003471,2025-08-31,SCH0371,Goyal Mill,Edible Oil,,,4032,Paid,0.0,4032.0,0.0
MDM008006,2025-08-23,SCH0485,Kumar General Store,Edible Oil,18.2 kg,,2184,Paid,18.2,2184.0,120.0
MDM007048,2025-06-23,0447,Goyal Enterprises,Edible Oil,52,kg,"6,240/-",Pending,52.0,6240.0,120.0
MDM008470,2025-08-03,SCH0508,Sharma Traders,Pulses,35.8,Kgs,3222,Pending,35.8,3222.0,90.00000000000001
MDM002756,2026-01-30,SCH0378,Kumar & Co.,Wheat,,,₹348,Pending,0.0,348.0,0.0
MDM002493,2025-04-12,SCH0447,Goyal Mill,Wheat,58.9 kg,,"₹1,767",Paid,58.9,1767.0,30.0
MDM005240,2026-11-01,SCH0325,S. Agro Works,Rice,0.8640000000000001,Sacks,"Rs. 1,728",Paid,43.2,0.1728,0.004
MDM006002,2025-07-12,SCH0089,Kumar General Store,Wheat,40200,grams,1206,Paid,40.2,1206.0,29.999999999999996
MDM005968,2026-03-14,SCH0454,Goyal Rice Mill,Pulses,36.6 kg,,3294,Pending,36.6,3294.0,90.0
MDM011977,2025-08-11,SCH0500,Sharma Traders,Wheat,0.446,Bags,669,Paid,22.3,669.0,30.0
MDM010520,2025-04-18,SCH0087,Sharma Traders,Rice,0.45,Bags,900,Pending,22.5,900.0,40.0
MDM009502,2025-07-11,SCH0084,Kumar Supplies,Rice,38.4,KGS,"Rs. 1,536",Pending,38.4,0.1536,0.004
MDM004027,2025-11-06,SCH0527,Singh Agro,Atta,52700,g,"₹1,581",Paid,52.7,1581.0,30.0
MDM002890,2026-03-18,SCH0450,Singh Agro,Pulses,52500,Grams,4725,Paid,52.5,4725.0,90.0
MDM009297,2025-12-08,SCH0598,Singh Agro,Wheat,40.8,KGS,"Rs. 1,224",Paid,40.8,0.1224,0.003
MDM010445,2025-09-10,S0202,Goyal Rice Mill,Pulses,30.4,kg,2736,Pending,30.4,2736.0,90.0
MDM000789,2025-10-27,SCH0002,Kumar General Store,Pulses,52.1,KGS,"₹4,689",Paid,52.1,4689.0,90.0
MDM006679,2025-09-16,SCH0238,S. Agro Works,Rice,37.9,KG,1516,Paid,37.9,1516.0,40.0
MDM004681,2025-05-14,SCH0208,Kumar & Co.,Pulses,31,KG,2790,Pending,31.0,2790.0,90.0
MDM002677,2025-10-02,SCH0110,Goyal Mill,Rice,27000,grams,1080,Pending,27.0,1080.0,40.0
MDM004140,2026-02-08,SCH0179,Sharma Traders,Wheat,51.5 kg,,"Rs. 1,545",Paid,51.5,0.1545,0.003
MDM004839,2025-11-09,SCH0028,S. Agro Works,Edible Oil,46.8,KGS,5616,Pending,46.8,5616.0,120.00000000000001
MDM002031,2026-03-01,SCH0275,Kumar & Co.,Atta,37000,Grams,"1,110/-",Paid,37.0,1110.0,30.0
MDM005293,2025-12-10,SCH0388,Sharma Traders,Lentils,21500,grams,"1,935/-",Paid,21.5,1935.0,90.0
MDM010139,2025-06-18,SCH0034,Goyal Rice Mill,Pulses,16.7,KGS,"1,503/-",Pending,16.7,1503.0,90.0
MDM009968,2025-04-09,SCH0001,Singh Brothers,Rice,,,"Rs. 1,788",Pending,0.0,0.1788,0.0
MDM009149,2025-12-10,SCH0532,Sharma Traders,Wheat,16.0 kg,,Rs. 480,Pending,16.0,0.48,0.03
MDM007727,2026-02-25,SCH0483,Goyal Rice Mill,Wheat,,,876,Paid,0.0,876.0,0.0
MDM004811,2025-06-19,SCH0447,Kumar Supplies,Rice,44.6,KG,"1,784/-",Pending,44.6,1784.0,40.0
MDM000432,2026-02-17,SCH0531,Kumar & Co.,Wheat,55.5,kg,"1,665/-",Pending,55.5,1665.0,30.0
MDM007860,2025-08-30,SCH0404,Singh Brothers,Edible Oil,49.9 kg,,"₹5,988",Pending,49.9,5988.0,120.0
MDM001781,2025-04-26,SCH0302,Kumar & Co.,Edible Oil,0.726,Sacks,4356,Paid,36.3,4356.0,120.00000000000001
MDM006147,2026-02-22,SCH0195,Goyal Rice Mill,Edible Oil,49.4,KG,5928,Pending,49.4,5928.0,120.0
MDM008900,2025-12-07,SCH0294,Sharma Traders,Rice,0.904,Bori,1808,Pending,45.2,1808.0,40.0
MDM004984,2025-10-23,SCH0205,Goyal Rice Mill,Edible Oil,11.2 kg,,"Rs. 1,344",Pending,11.2,0.1344,0.012
MDM005836,2026-01-20,SCH0180,Kumar General Store,Edible Oil,,,"4,608/-",Paid,0.0,4608.0,0.0
MDM000350,2025-10-17,SCH0298,Sharma Traders,Wheat,15.5,Kgs,Rs. 465,Paid,15.5,0.465,0.030000000000000002
MDM010636,2025-12-15,SCH0230,Kumar Supplies,Rice,14.6 kg,,584,Pending,14.6,584.0,40.0
MDM002910,2025-11-23,SCH0027,Sharma Traders,Pulses,36400,Grams,"₹3,276",Pending,36.4,3276.0,90.0
MDM009837,2025-11-23,SCH0251,Kumar General Store,Pulses,48.5 kg,,"Rs. 4,365",Pending,48.5,0.4365,0.009
MDM000043,2025-08-11,0258,Sharma Traders,Lentils,50600,grams,"₹4,554",Pending,50.6,4554.0,90.0
MDM010599,2026-02-04,SCH0030,Singh Agro,Edible Oil,40000,g,"Rs. 4,800",Pending,40.0,0.48,0.012
MDM000982,2025-11-25,SCH0467,Goyal Rice Mill,Pulses,,,"Rs. 2,970",Paid,0.0,0.297,0.0
MDM002313,2025-08-24,SCH0585,Singh Brothers,Wheat,0.57,Bori,855,Pending,28.499999999999996,855.0,30.000000000000004
MDM007150,2025-06-21,SCH0483,Singh Brothers,Edible Oil,0.426,Bori,2556,Pending,21.3,2556.0,120.0
MDM006463,2025-11-02,SCH0104,Singh Brothers,Lentils,27.1,Kgs,"Rs. 2,439",Pending,27.1,0.2439,0.009
MDM005729,2026-02-10,SCH0078,Kumar & Co.,Edible Oil,52.2 kg,,"6,264/-",Paid,52.2,6264.0,120.0
MDM008893,2025-11-16,SCH0323,Goyal Mill,Pulses,26.3 kg,,"2,367/-",Paid,26.3,2367.0,90.0
MDM011758,2026-03-01,S0339,Sharma Traders,Lentils,12600,g,1134,Pending,12.6,1134.0,90.0
MDM011867,2025-09-25,SCH0582,Kumar & Co.,Edible Oil,41.5,kg,"₹4,980",Paid,41.5,4980.0,120.0
MDM005438,2025-07-16,SCH0334,Kumar Supplies,Pulses,1.036,50kg Bags,4662,Paid,51.800000000000004,4662.0,89.99999999999999
MDM003888,2025-08-14,SCH0444,Sharma Traders,Wheat,,,450/-,Paid,0.0,450.0,0.0
MDM004914,2026-01-27,SCH0335,Singh Brothers,Atta,45.9 kg,,"₹1,377",Pending,45.9,1377.0,30.0
MDM004901,2026-06-01,SCH0423,Kumar Supplies,Rice,1.112,bags,"2,224/-",Pending,55.60000000000001,2224.0,39.99999999999999
MDM000917,2025-08-02,S0083,Kumar Supplies,Edible Oil,46.3,kg,"Rs. 5,556",Paid,46.3,0.5556,0.012
MDM010921,2025-08-28,SCH0439,Sharma Traders,Pulses,0.9420000000000001,Bori,"4,239/-",Pending,47.1,4239.0,90.0
MDM006832,2025-11-03,SCH0130,Sharma Traders,Edible Oil,32.0 kg,,"Rs. 3,840",Paid,32.0,0.384,0.012
MDM007343,2025-12-10,SCH0283,Kumar & Co.,Lentils,,,"3,816/-",Pending,0.0,3816.0,0.0
MDM008496,2025-06-05,SCH0271,Sharma Traders,Rice,18.1 kg,,₹724,Paid,18.1,724.0,40.0
MDM001617,2025-11-19,SCH0186,Goyal Mill,Edible Oil,59.7,KGS,7164,Pending,59.7,7164.0,120.0
MDM002847,2026-02-28,0440,Singh Agro,Wheat,47400,g,"Rs. 1,422",Pending,47.4,0.1422,0.003
MDM007776,2026-02-09,SCH0135,S. Agro Works,Rice,18.2,KG,₹728,Paid,18.2,728.0,40.0
MDM003046,2025-06-01,SCH0361,Goyal Enterprises,Wheat,34.3,KG,1029,Pending,34.3,1029.0,30.000000000000004
MDM008043,2025-09-09,SCH0128,Singh Brothers,Edible Oil,23700,grams,"2,844/-",Pending,23.7,2844.0,120.0
MDM009050,2025-07-25,SCH0180,Sharma Traders,Edible Oil,27.5,kg,,Paid,27.5,0.0,0.0
MDM001834,2026-03-26,S0438,Kumar General Store,Edible Oil,25100,Grams,"Rs. 3,012",Paid,25.1,0.3012,0.012
MDM006177,2025-12-03,SCH0444,S. Agro Works,Pulses,13.3,KG,"1,197/-",Pending,13.3,1197.0,90.0
MDM010346,2025-07-31,SCH0045,Kumar & Co.,Rice,21.9 kg,,876,Pending,21.9,876.0,40.0
MDM003777,2025-12-11,S0314,Goyal Rice Mill,Edible Oil,45.1 kg,,"Rs. 5,412",Pending,45.1,0.5412,0.012
MDM008930,2025-04-01,SCH0101,Goyal Mill,Edible Oil,45.0 kg,,"5,400/-",Pending,45.0,5400.0,120.0
MDM007799,2026-02-18,SCH0516,Goyal Enterprises,Pulses,,,"2,763/-",Pending,0.0,2763.0,0.0
MDM010526,2026-03-27,SCH0192,Kumar & Co.,Pulses,21100,grams,"₹1,899",Pending,21.1,1899.0,90.0
MDM000783,2025-12-31,SCH0552,Kumar & Co.,Pulses,0.534,Bags,"Rs. 2,403",Pending,26.700000000000003,0.2403,0.009
MDM000592,2026-03-17,SCH0435,S. Agro Works,Rice,,,448,Paid,0.0,448.0,0.0
MDM001157,2025-05-03,SCH0123,Sharma Traders,Edible Oil,0.856,Bori,"₹5,136",Paid,42.8,5136.0,120.00000000000001
MDM001537,2025-10-18,SCH0329,Singh Brothers,Pulses,0.494,Sacks,"₹2,223",Paid,24.7,2223.0,90.0
MDM003245,2025-04-11,S0196,Kumar & Co.,Wheat,,,309,Paid,0.0,309.0,0.0
MDM005413,2025-10-23,SCH0525,Goyal Enterprises,Edible Oil,0.846,Bori,"5,076/-",Paid,42.3,5076.0,120.00000000000001
MDM008699,2026-03-02,SCH0302,Kumar General Store,Rice,31500,Grams,"Rs. 1,260",Paid,31.5,0.126,0.004
MDM006763,2025-07-25,SCH0478,Singh Agro,Rice,,,508,Paid,0.0,508.0,0.0
MDM003572,2026-03-21,SCH0600,Goyal Mill,Rice,24.7 kg,,988,Paid,24.7,988.0,40.0
MDM002402,2025-11-15,0264,Singh Agro,Edible Oil,,,"6,984/-",Pending,0.0,6984.0,0.0
MDM008837,2025-04-02,SCH0585,Kumar Supplies,Pulses,,,"Rs. 3,015",Paid,0.0,0.3015,0.0
MDM008879,2026-03-01,SCH0353,Sharma Traders,Pulses,48100,Grams,,Paid,48.1,0.0,0.0
MDM003985,2025-08-25,SCH0275,Goyal Mill,Rice,13.5,KGS,Rs. 540,Pending,13.5,0.54,0.04
MDM005119,2026-09-01,SCH0202,Sharma Traders,Rice,18600,grams,744/-,Pending,18.6,744.0,40.0
MDM002153,2025-12-30,SCH0102,Singh Brothers,Edible Oil,,,"Rs. 2,424",Pending,0.0,0.2424,0.0
MDM003614,2025-06-27,SCH0498,Goyal Mill,Wheat,20900,g,627,Pending,20.9,627.0,30.000000000000004
MDM005466,2025-10-22,SCH0570,Kumar & Co.,Pulses,,,4914,Pending,0.0,4914.0,0.0
MDM003791,2025-10-22,SCH0285,Goyal Mill,Wheat,33600,grams,1008,Paid,33.6,1008.0,30.0
MDM007586,2026-02-05,SCH0110,Sharma Traders,Pulses,14.8 kg,,,Paid,14.8,0.0,0.0
MDM009069,2025-11-05,SCH0162,Goyal Rice Mill,Atta,17.7 kg,,,Pending,17.7,0.0,0.0
MDM002817,2026-02-24,SCH0458,Singh Brothers,Lentils,41.4,KGS,3726,Pending,41.4,3726.0,90.0
MDM005197,2025-10-11,0449,Sharma Traders,Wheat,51800,Grams,"Rs. 1,554",Paid,51.8,0.1554,0.0030000000000000005
MDM003699,2025-12-18,SCH0389,Kumar General Store,Edible Oil,47600,g,"₹5,712",Pending,47.6,5712.0,120.0
MDM004537,2025-06-20,SCH0155,Kumar & Co.,Wheat,28,KG,840/-,Pending,28.0,840.0,30.0
MDM011334,2025-11-11,SCH0383,Singh Agro,Wheat,,,"Rs. 1,380",Paid,0.0,0.138,0.0
MDM006292,2025-12-26,SCH0435,Goyal Enterprises,Pulses,,,5121,Pending,0.0,5121.0,0.0
MDM007304,2025-07-15,SCH0434,Singh Brothers,Pulses,33.5,Kgs,"3,015/-",Pending,33.5,3015.0,90.0
MDM009126,2025-10-07,0484,Kumar General Store,Lentils,51.3 kg,,,Pending,51.3,0.0,0.0
MDM010537,2025-11-02,SCH0059,Goyal Rice Mill,Edible Oil,25500,Grams,3060,Paid,25.5,3060.0,120.0
MDM003195,2025-12-07,SCH0301,Singh Agro,Atta,,,"₹1,104",Paid,0.0,1104.0,0.0
MDM007950,2025-06-27,SCH0056,Kumar & Co.,Wheat,0.462,bags,₹693,Pending,23.1,693.0,29.999999999999996
MDM009140,2025-12-02,SCH0169,Kumar Supplies,Rice,58.6,KG,"₹2,344",Paid,58.6,2344.0,40.0
MDM007291,2025-12-30,SCH0223,Sharma Traders,Rice,0.414,bags,828,Paid,20.7,828.0,40.0
MDM010238,2026-01-01,SCH0371,Kumar Supplies,Rice,,,"Rs. 1,052",Paid,0.0,0.1052,0.0
MDM009394,2025-05-07,SCH0013,Sharma Traders,Pulses,17800,g,"1,602/-",Paid,17.8,1602.0,90.0
MDM005091,2025-10-07,SCH0010,Sharma Traders,Pulses,,,,Paid,0.0,0.0,0.0
MDM001732,2025-06-11,SCH0471,Goyal Mill,Pulses,,,"₹2,151",Pending,0.0,2151.0,0.0
MDM008226,2025-11-02,0308,Sharma Traders,Pulses,0.524,Bori,"2,358/-",Pending,26.200000000000003,2358.0,89.99999999999999
MDM011760,2025-10-11,SCH0592,Goyal Mill,Atta,26.2,KGS,₹786,Pending,26.2,786.0,30.0
MDM006912,2025-06-09,SCH0036,Sharma Traders,Wheat,34200,Grams,1026,Pending,34.2,1026.0,29.999999999999996
MDM008553,2026-01-08,SCH0359,Sharma Traders,Edible Oil,22000,Grams,"2,640/-",Pending,22.0,2640.0,120.0
MDM001871,2025-06-29,SCH0322,Kumar Supplies,Edible Oil,0.6759999999999999,Sacks,4056,Pending,33.8,4056.0,120.00000000000001
MDM002805,2025-08-14,S0163,Sharma Traders,Pulses,52.1,Kgs,"4,689/-",Pending,52.1,4689.0,90.0
MDM006201,2025-08-26,SCH0467,S. Agro Works,Edible Oil,0.512,Bori,"₹3,072",Paid,25.6,3072.0,120.0
MDM002212,2025-04-06,S0268,Goyal Enterprises,Pulses,22100,g,"₹1,989",Paid,22.1,1989.0,90.0
MDM010410,2025-05-11,SCH0576,Kumar & Co.,Rice,0.662,bags,"1,324/-",Pending,33.1,1324.0,40.0
MDM007767,2025-06-23,SCH0598,Kumar General Store,Edible Oil,10100,g,"1,212/-",Paid,10.1,1212.0,120.0
MDM000169,2026-02-23,0303,Sharma Traders,Edible Oil,35200,grams,"₹4,224",Pending,35.2,4224.0,119.99999999999999
MDM005876,2025-08-28,SCH0360,Singh Brothers,Pulses,48,KGS,"₹4,320",Paid,48.0,4320.0,90.0
MDM003616,2026-02-21,SCH0504,Goyal Rice Mill,Rice,50.4 kg,,"₹2,016",Pending,50.4,2016.0,40.0
MDM007801,2025-08-28,SCH0584,Sharma Traders,Pulses,40700,Grams,"₹3,663",Paid,40.7,3663.0,90.0
MDM003404,2025-06-13,SCH0543,Sharma Traders,Edible Oil,53.1,Kgs,6372,Paid,53.1,6372.0,120.0
MDM003913,2025-11-27,SCH0541,Singh Brothers,Rice,38.4,KGS,"1,536/-",Paid,38.4,1536.0,40.0
MDM004680,2026-02-23,SCH0283,Sharma Traders,Rice,23.8,KG,₹952,Paid,23.8,952.0,40.0
MDM007064,2025-11-04,SCH0026,Singh Brothers,Atta,36.5,Kgs,"₹1,095",Paid,36.5,1095.0,30.0
MDM002108,2025-09-23,S0010,Kumar Supplies,Pulses,38,KGS,"3,420/-",Paid,38.0,3420.0,90.0
MDM005462,2025-10-15,SCH0169,Sharma Traders,Pulses,,,"Rs. 3,915",Paid,0.0,0.3915,0.0
MDM009356,2026-02-17,SCH0187,Sharma Traders,Lentils,15700,g,,Paid,15.7,0.0,0.0
MDM003035,2026-02-17,SCH0159,Singh Agro,Pulses,0.514,Bori,2313,Pending,25.7,2313.0,90.0
MDM004509,2025-07-24,SCH0268,Goyal Mill,Rice,,,"Rs. 1,640",Pending,0.0,0.164,0.0
MDM008746,2025-09-26,SCH0266,Goyal Rice Mill,Pulses,23.9 kg,,"2,151/-",Pending,23.9,2151.0,90.0
MDM010968,2026-01-23,SCH0222,Goyal Enterprises,Rice,59200,Grams,2368,Pending,59.2,2368.0,40.0
MDM000568,2026-03-03,SCH0293,Goyal Mill,Wheat,41900,grams,"1,257/-",Pending,41.9,1257.0,30.0
MDM010447,2025-12-30,SCH0302,Sharma Traders,Wheat,0.6459999999999999,Bori,969,Pending,32.3,969.0,30.000000000000004
MDM005644,2025-07-15,SCH0465,Goyal Enterprises,Pulses,33.5,KGS,3015,Paid,33.5,3015.0,90.0
MDM002368,2025-10-13,SCH0270,Sharma Traders,Wheat,0.768,Bori,"Rs. 1,152",Pending,38.4,0.1152,0.003
MDM009514,2025-10-27,SCH0173,Singh Agro,Pulses,17.8 kg,,1602,Pending,17.8,1602.0,90.0
MDM010731,2025-08-30,SCH0575,Goyal Rice Mill,Pulses,0.998,Sacks,"4,491/-",Paid,49.9,4491.0,90.0
MDM009689,2025-08-16,SCH0433,Kumar Supplies,Edible Oil,47.0 kg,,5640,Paid,47.0,5640.0,120.0
MDM000441,2026-02-25,S0487,Goyal Rice Mill,Rice,0.6559999999999999,Bori,"Rs. 1,312",Pending,32.8,0.1312,0.004000000000000001
MDM002019,2025-12-02,SCH0167,Kumar General Store,Pulses,10900,Grams,981,Pending,10.9,981.0,90.0
MDM010411,2025-04-04,SCH0558,Goyal Rice Mill,Edible Oil,59300,Grams,"₹7,116",Pending,59.3,7116.0,120.0
MDM008702,2025-06-29,SCH0501,Kumar Supplies,Edible Oil,0.77,Bags,"4,620/-",Paid,38.5,4620.0,120.0
MDM004979,2025-07-17,SCH0188,S. Agro Works,Lentils,0.728,Sacks,3276,Paid,36.4,3276.0,90.0
MDM011891,2025-07-31,SCH0520,Goyal Enterprises,Edible Oil,45200,g,5424,Pending,45.2,5424.0,119.99999999999999
MDM005324,2026-03-04,SCH0217,Sharma Traders,Edible Oil,15.1,Kgs,1812,Paid,15.1,1812.0,120.0
MDM011045,2025-05-31,SCH0361,Kumar Supplies,Rice,11.7 kg,,Rs. 468,Pending,11.7,0.468,0.04000000000000001
MDM008625,2025-05-15,SCH0123,Goyal Mill,Rice,22.7,Kgs,Rs. 908,Pending,22.7,0.908,0.04
MDM008980,2025-08-26,SCH0352,Kumar & Co.,Atta,16800,grams,504,Pending,16.8,504.0,30.0
MDM005146,2026-06-01,SCH0144,S. Agro Works,Edible Oil,0.3,Bags,"Rs. 1,800",Paid,15.0,0.18,0.012
MDM001225,2025-06-09,SCH0329,Kumar Supplies,Rice,50.6,KGS,2024,Pending,50.6,2024.0,40.0
MDM006026,2025-05-11,SCH0298,Sharma Traders,Wheat,58600,Grams,1758,Pending,58.6,1758.0,30.0
MDM002593,2025-04-12,0464,Singh Brothers,Edible Oil,23.3,KGS,"Rs. 2,796",Paid,23.3,0.2796,0.012
MDM002754,2025-02-11,SCH0431,Goyal Enterprises,Wheat,0.414,bags,₹621,Paid,20.7,621.0,30.0
MDM005887,2026-02-05,SCH0514,Singh Agro,Edible Oil,,,"₹5,424",Pending,0.0,5424.0,0.0
MDM007421,2025-09-16,SCH0393,Sharma Traders,Edible Oil,0.266,bags,"Rs. 1,596",Pending,13.3,0.1596,0.011999999999999999
MDM006283,2026-01-29,SCH0416,Goyal Enterprises,Rice,18.4 kg,,₹736,Paid,18.4,736.0,40.0
MDM002692,2025-08-08,SCH0286,Sharma Traders,Wheat,37.4,kg,1122,Pending,37.4,1122.0,30.0
MDM000037,2025-04-29,SCH0190,Sharma Traders,Pulses,12.9 kg,,"₹1,161",Pending,12.9,1161.0,90.0
MDM004607,2026-02-22,SCH0093,S. Agro Works,Edible Oil,12200,g,"₹1,464",Pending,12.2,1464.0,120.0
MDM007753,2025-04-22,SCH0404,Sharma Traders,Lentils,,,"₹2,736",Pending,0.0,2736.0,0.0
MDM007470,2025-06-12,S0419,Kumar General Store,Edible Oil,,,6492,Pending,0.0,6492.0,0.0
MDM002250,2025-04-08,SCH0288,Kumar General Store,Edible Oil,37800,Grams,"4,536/-",Pending,37.8,4536.0,120.00000000000001
MDM006830,2025-09-10,SCH0187,S. Agro Works,Pulses,1.198,50kg Bags,5391,Paid,59.9,5391.0,90.0
MDM004061,2025-11-09,SCH0290,Sharma Traders,Pulses,16800,g,"₹1,512",Paid,16.8,1512.0,90.0
MDM008673,2026-02-25,SCH0080,Goyal Rice Mill,Atta,,,1512,Pending,0.0,1512.0,0.0
MDM007049,2025-08-29,SCH0037,Singh Brothers,Rice,11.3,Kgs,452/-,Paid,11.3,452.0,40.0
MDM004420,2025-10-24,SCH0569,Kumar & Co.,Edible Oil,0.728,Bags,4368,Paid,36.4,4368.0,120.0
MDM008426,2025-07-16,SCH0150,Sharma Traders,Pulses,0.496,bags,"Rs. 2,232",Pending,24.8,0.2232,0.009
MDM010144,2025-07-22,SCH0389,S. Agro Works,Rice,,,1272,Paid,0.0,1272.0,0.0
MDM008105,2026-09-03,SCH0338,Sharma Traders,Edible Oil,0.95,Bori,5700,Pending,47.5,5700.0,120.0
MDM009633,2025-04-19,SCH0224,Kumar General Store,Pulses,57.1 kg,,"5,139/-",Paid,57.1,5139.0,90.0
MDM011037,2026-03-27,SCH0212,Kumar & Co.,Pulses,0.632,50kg Bags,,Paid,31.6,0.0,0.0
MDM004772,2025-05-23,SCH0239,Sharma Traders,Atta,55.2 kg,,1656,Pending,55.2,1656.0,30.0
MDM005769,2025-02-07,SCH0421,Goyal Rice Mill,Atta,36.6,KG,"1,098/-",Pending,36.6,1098.0,30.0
MDM001361,2025-08-04,SCH0489,Singh Brothers,Edible Oil,16.0 kg,,"Rs. 1,920",Paid,16.0,0.192,0.012
MDM005943,2025-07-07,SCH0062,Kumar Supplies,Lentils,48.1 kg,,"₹4,329",Pending,48.1,4329.0,90.0
MDM007306,2025-12-22,SCH0331,Singh Agro,Wheat,,,Rs. 729,Pending,0.0,0.729,0.0
MDM000487,2026-02-16,SCH0496,Kumar Supplies,Rice,53.5 kg,,2140,Pending,53.5,2140.0,40.0
MDM010742,2025-09-09,SCH0127,Singh Agro,Rice,0.6559999999999999,50kg Bags,1312,Paid,32.8,1312.0,40.0
MDM011449,2025-11-27,SCH0412,Singh Agro,Edible Oil,41.1 kg,,"4,932/-",Pending,41.1,4932.0,120.0
MDM007525,2025-12-19,SCH0066,Sharma Traders,Pulses,36.4,Kgs,3276,Pending,36.4,3276.0,90.0
MDM008847,2026-03-14,SCH0487,Singh Agro,Atta,0.264,Sacks,396,Paid,13.200000000000001,396.0,29.999999999999996
MDM005546,2025-11-28,SCH0054,Singh Brothers,Wheat,36.6,kg,1098,Pending,36.6,1098.0,30.0
MDM008098,2026-03-18,SCH0134,S. Agro Works,Wheat,24400,Grams,732/-,Paid,24.4,732.0,30.0
MDM011460,2026-03-13,SCH0241,Kumar & Co.,Edible Oil,12700,grams,"Rs. 1,524",Pending,12.7,0.1524,0.012000000000000002
MDM000638,2026-03-02,SCH0193,S. Agro Works,Rice,1.174,50kg Bags,"Rs. 2,348",Pending,58.699999999999996,0.2348,0.004
MDM009954,2025-11-28,SCH0135,Sharma Traders,Rice,16.9 kg,,676,Paid,16.9,676.0,40.0
MDM010155,2025-11-04,0126,Goyal Mill,Wheat,49.4 kg,,1482,Paid,49.4,1482.0,30.0
MDM009852,2026-03-20,SCH0557,Singh Agro,Lentils,0.762,50kg Bags,3429,Pending,38.1,3429.0,90.0
MDM008094,2026-01-06,S0559,Goyal Enterprises,Wheat,0.73,bags,"Rs. 1,095",Paid,36.5,0.1095,0.003
MDM004353,2025-07-28,SCH0466,Singh Agro,Rice,43200,Grams,"₹1,728",Pending,43.2,1728.0,40.0
MDM008132,2025-10-28,SCH0391,Kumar & Co.,Pulses,41.7 kg,,3753,Pending,41.7,3753.0,90.0
MDM010419,2025-05-21,SCH0246,Sharma Traders,Rice,17.4 kg,,₹696,Pending,17.4,696.0,40.0
MDM005801,2025-05-28,SCH0323,Goyal Mill,Pulses,,,"₹3,681",Pending,0.0,3681.0,0.0
MDM007131,2026-02-16,SCH0210,Kumar General Store,Rice,51.4,kg,"Rs. 2,056",Pending,51.4,0.2056,0.004
MDM006235,2025-08-27,SCH0515,Sharma Traders,Pulses,30100,Grams,2709,Paid,30.1,2709.0,90.0
MDM004133,2025-11-23,SCH0062,Singh Brothers,Rice,,,596/-,Pending,0.0,596.0,0.0
MDM006014,2026-03-24,SCH0071,Goyal Enterprises,Wheat,19.5 kg,,585,Pending,19.5,585.0,30.0
MDM000168,2025-04-16,SCH0446,Goyal Enterprises,Rice,0.258,Bags,Rs. 516,Pending,12.9,0.516,0.04
MDM001916,2025-09-15,SCH0230,Goyal Enterprises,Rice,54,KGS,2160,Pending,54.0,2160.0,40.0
MDM003329,2025-04-17,S0568,Kumar & Co.,Wheat,0.5539999999999999,Bags,,Pending,27.699999999999996,0.0,0.0
MDM011669,2025-05-11,SCH0294,Singh Agro,Atta,37.9,KG,"Rs. 1,137",Pending,37.9,0.1137,0.003
MDM012000,2025-04-10,SCH0564,Sharma Traders,Atta,,,,Pending,0.0,0.0,0.0
MDM006591,2025-09-15,S0237,Singh Agro,Lentils,0.9079999999999999,Sacks,4086,Pending,45.4,4086.0,90.0
MDM010785,2025-05-12,0321,Goyal Mill,Lentils,1.102,Sacks,"Rs. 4,959",Pending,55.1,0.4959,0.009
MDM003915,2026-03-01,SCH0177,Kumar & Co.,Rice,0.754,50kg Bags,1508,Paid,37.7,1508.0,40.0
MDM005363,2026-02-01,SCH0598,Kumar General Store,Rice,,,"₹1,416",Pending,0.0,1416.0,0.0
MDM000802,2025-10-05,SCH0235,Kumar & Co.,Wheat,13.8,KGS,414,Pending,13.8,414.0,30.0
MDM002139,2026-03-28,SCH0101,Sharma Traders,Wheat,44.2,KG,1326,Pending,44.2,1326.0,29.999999999999996
MDM007513,2025-01-06,0504,Goyal Mill,Wheat,,,,Paid,0.0,0.0,0.0
MDM005480,2026-02-18,SCH0293,Goyal Mill,Wheat,32700,Grams,,Pending,32.7,0.0,0.0
MDM000743,2026-03-18,SCH0577,Sharma Traders,Pulses,,,2097,Pending,0.0,2097.0,0.0
MDM006622,2026-02-08,SCH0326,Kumar & Co.,Pulses,56700,Grams,5103,Paid,56.7,5103.0,90.0
MDM005652,2026-03-28,SCH0444,Goyal Enterprises,Rice,12100,grams,484/-,Paid,12.1,484.0,40.0
MDM011616,2026-02-22,SCH0268,Kumar General Store,Pulses,43.3 kg,,"3,897/-",Pending,43.3,3897.0,90.0
MDM009897,2025-11-29,SCH0336,S. Agro Works,Edible Oil,1.04,Sacks,"6,240/-",Pending,52.0,6240.0,120.0
