procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status
MDM007690,2025-08-27,SCH0007,S. Agro Works,Rice,0.9520000000000001,BAG_50KG,1904,Due
MDM011190,2025-07-15,SCH0419,Sharma Traders Pvt Ltd,Rice,31.5,KG,1260,Paid
MDM006608,2025-10-06,SCH0502,Sharma Traders,Rice,0.7859999999999999,SACK,1572,Due
MDM001396,2025-08-25,SCH0166,Sharma Traders,Atta,,,918,Cleared
MDM009282,2025-11-07,SCH0220,Singh Agro,Wheat,,,1110,Pending
MDM007659,2025-06-11,SCH0385,Goyal Rice Mill,Wheat,0.728,BAG,1092,Pending
MDM011944,2025-07-09,SCH0044,Sharma & Sons,Wheat,,,1551,Cleared
MDM009696,2026-03-31,SCH0473,Goyal Mill,Wheat,1.094,BAG,1641,Cleared
MDM005063,2026-03-09,SCH0076,Kumar General Store,Atta,16.8,KG,504,Pending
MDM009746,2026-02-26,SCH0361,Kumar & Co.,oil,53000.0,G,6360,
MDM005849,2025-12-10,SCH0039,Sharma Traders,Rice,,,2396,Paid
MDM006914,2025-05-04,SCH0273,Goyal Rice Mill,Cooking Oil,55.3,KG,6636,Cleared
MDM003617,2025-08-03,SCH0362,Goyal Mill,Dal,17600.0,G,1584,Cleared
MDM010116,2025-06-29,SCH0147,Sharma Traders Pvt Ltd,Wheat,,,1755,
MDM010911,2026-03-26,SCH0018,Kumar General Store,Dal,1.108,BORI,4986,
MDM001227,2026-03-11,SCH0300,Kumar General Store,Dal,33.6,KG,,
MDM005560,2026-01-20,SCH0547,Singh Agro,Dal,1.106,BAG,4977,Pending
MDM003388,2025-04-06,SCH0176,Goyal Enterprises,Mustard Oil,18.5,KG,2220,Due
MDM003801,2026-03-16,SCH0070,Sharma Traders Pvt Ltd,Dal,,,2151,Paid
MDM004475,2025-11-05,SCH0564,Kumar Supplies,Dal,45.0,KG,4050,Pending
MDM005141,2025-05-29,SCH0239,Goyal Enterprises,Dal,1.0,SACK,4500,Pending
MDM009191,2026-02-12,SCH0307,Goyal Mill,Mustard Oil,12800.0,G,1536,
MDM010552,2026-02-25,SCH0506,Sharma Traders,Rice,23900.0,G,956,Due
MDM010123,2025-09-04,SCH0086,Kumar & Co.,Dal,41800.0,G,3762,Paid
MDM001311,2025-10-02,SCH0393,Goyal Mill,Wheat,,,999,Paid
MDM006699,2026-01-05,SCH0375,Goyal Enterprises,Dal,11.4,KG,1026,Pending
MDM008243,2025-12-29,SCH0089,Goyal Mill,Mustard Oil,34300.0,G,4116,Paid
MDM005020,2026-02-09,SCH0346,Goyal Enterprises,Rice,23.2,KG,928,Cleared
MDM009374,2025-09-23,SCH0339,Kumar Supplies,Rice,56.5,KG,2260,Due
MDM010476,2025-09-10,SCH0227,Kumar Supplies,Wheat,58.2,KG,1746,Paid
MDM008975,2025-04-19,SCH0371,Goyal Rice Mill,Wheat,1.034,BAG_50KG,1551,Due
MDM010601,2025-12-03,SCH0181,Kumar General Store,Dal,27100.0,G,2439,Due
MDM003834,2025-09-26,SCH0164,Sharma Traders Pvt Ltd,Dal,44800.0,G,4032,Pending
MDM001823,2025-09-29,SCH0325,S. Agro Works,Rice,17700.0,G,708,Paid
MDM007334,2026-02-03,SCH0031,Sharma & Sons,Cooking Oil,0.892,BAG,5352,Paid
MDM001316,2026-02-27,SCH0285,Kumar & Co.,Wheat,15900.0,G,477,Paid
MDM011115,2025-10-03,SCH0312,Goyal Mill,Dal,51.1,KG,4599,Paid
MDM006138,2025-09-07,SCH0483,Singh Agro,Dal,0.35,BAG,1575,
MDM011015,2025-09-20,SCH0519,Kumar General Store,Wheat,,,1308,Pending
MDM009785,2026-02-19,SCH0142,Kumar Supplies,Dal,27.7,KG,2493,Due
MDM002316,2025-04-17,SCH0291,Sharma Traders Pvt Ltd,oil,0.534,BAG_50KG,3204,
MDM002827,2026-03-23,SCH0451,Singh Agro,Dal,38400.0,G,3456,Cleared
MDM008362,2025-07-16,SCH0297,Kumar & Co.,Dal,44800.0,G,4032,Pending
MDM009596,2025-12-03,SCH0297,Kumar & Co.,Dal,29.3,KG,,Pending
MDM002596,2025-07-28,SCH0367,Goyal Mill,Rice,,,404,Paid
MDM010890,2025-05-13,SCH0351,Sharma Traders,oil,15.5,KG,,Due
MDM001340,2025-11-25,SCH0589,Kumar General Store,Dal,0.848,BAG_50KG,3816,Paid
MDM003265,2025-09-27,SCH0091,Kumar Supplies,Wheat,55800.0,G,1674,Cleared
MDM004490,2026-02-15,SCH0337,Kumar Supplies,Wheat,0.7020000000000001,BAG_50KG,1053,Pending
MDM000739,2025-08-28,SCH0448,Goyal Rice Mill,Dal,,,918,
MDM000966,2025-07-22,SCH0064,Goyal Rice Mill,Atta,26.1,KG,783,Pending
MDM000253,2025-04-28,SCH0025,S. Agro Works,Rice,0.716,BAG,1432,Paid
MDM003551,2025-07-21,SCH0549,Singh Agro,Rice,1.1,SACK,2200,Paid
MDM005624,2025-11-02,SCH0433,Singh Brothers,Dal,17.4,KG,1566,Pending
MDM002099,2025-08-08,SCH0419,Kumar Supplies,Dal,0.8,SACK,3600,Paid
MDM008957,2025-06-29,SCH0194,Kumar General Store,Wheat,40.7,KG,1221,Cleared
MDM010100,2025-09-01,SCH0252,Kumar Supplies,Rice,38300.0,G,1532,Pending
MDM008056,2025-04-06,SCH0094,Kumar General Store,Rice,,,1624,Cleared
MDM000873,2025-08-07,SCH0169,Sharma & Sons,Dal,56000.0,G,5040,Paid
MDM011966,2025-11-05,SCH0160,Sharma Traders Pvt Ltd,Wheat,48.3,KG,1449,Paid
MDM006689,2026-02-18,SCH0195,Sharma Traders,Dal,,,3150,Paid
MDM008969,2025-07-28,SCH0515,Goyal Rice Mill,Dal,,,1863,
MDM007963,2025-11-29,SCH0419,Sharma & Sons,Dal,26800.0,G,2412,Paid
MDM011635,2025-04-17,SCH0323,Kumar General Store,Dal,31.2,KG,2808,Pending
MDM006754,2025-05-15,SCH0088,Sharma Traders,Wheat,1.132,SACK,1698,Paid
MDM010147,2026-01-27,SCH0148,Sharma & Sons,Dal,,,4842,Due
MDM006168,2025-06-28,SCH0061,Goyal Mill,Cooking Oil,26.2,KG,3144,Pending
MDM008014,2025-08-17,SCH0473,Kumar Supplies,Wheat,54.1,KG,1623,
MDM007367,2025-09-21,SCH0208,Goyal Rice Mill,Rice,41.5,KG,1660,Pending
MDM009805,2025-11-25,SCH0096,Sharma Traders,Rice,1.072,BAG,,Pending
MDM007069,2025-05-23,SCH0394,Kumar Supplies,oil,49.0,KG,5880,Cleared
MDM007821,2025-10-24,SCH0207,Sharma Traders Pvt Ltd,Dal,27.3,KG,2457,Cleared
MDM010201,2026-03-03,SCH0109,Goyal Enterprises,Dal,,,2043,Due
MDM010669,2025-04-24,SCH0518,Goyal Rice Mill,Dal,,,1818,
MDM007135,2025-09-16,SCH0324,Sharma Traders,Dal,,,1233,Pending
MDM010326,2025-04-03,SCH0378,Goyal Mill,Dal,,,2817,Paid
MDM009179,2025-06-26,SCH0566,Singh Agro,Rice,0.344,BAG_50KG,688,Paid
MDM008511,2025-12-31,SCH0021,Kumar & Co.,Dal,33.0,KG,2970,Due
MDM003911,2026-03-24,SCH0289,Sharma & Sons,Rice,23400.0,G,936,Due
MDM007542,2025-09-15,SCH0417,Singh Brothers,Wheat,12300.0,G,369,Due
MDM000448,2025-09-08,SCH0341,Kumar Supplies,Rice,0.294,BAG_50KG,588,Cleared
MDM011593,2025-08-31,SCH0392,Kumar Supplies,Rice,,,1252,Paid
MDM000057,2025-09-29,SCH0531,Goyal Rice Mill,Dal,0.698,BAG_50KG,3141,Pending
MDM005874,2025-09-18,SCH0332,Kumar Supplies,Wheat,,,1677,Paid
MDM002856,2025-11-04,SCH0363,Singh Brothers,Wheat,0.344,BAG,516,Due
MDM009555,2026-03-04,SCH0388,Singh Agro,Rice,,,2248,Cleared
MDM002987,2025-09-20,SCH0025,Kumar & Co.,Dal,55600.0,G,,Pending
MDM000477,2025-09-11,SCH0193,Sharma Traders,Mustard Oil,,,6900,Due
MDM004092,2025-11-05,SCH0177,Kumar Supplies,oil,38300.0,G,4596,Pending
MDM007031,2025-12-03,SCH0074,Sharma Traders,Wheat,0.988,SACK,1482,Due
MDM004542,2025-10-03,SCH0197,Goyal Rice Mill,Dal,,,5148,Paid
MDM007415,2025-10-30,SCH0184,Kumar Supplies,Mustard Oil,26300.0,G,3156,Cleared
MDM005936,2025-09-22,SCH0339,Sharma & Sons,Atta,0.628,BORI,,Paid
MDM004227,2025-11-26,SCH0331,Goyal Rice Mill,oil,,,6936,Due
MDM008202,2025-06-14,SCH0013,Goyal Enterprises,Dal,54.4,KG,4896,Cleared
MDM009195,2026-03-18,SCH0391,Singh Agro,Mustard Oil,50.4,KG,6048,Cleared
MDM000751,2026-02-19,SCH0503,Sharma Traders Pvt Ltd,Dal,11.9,KG,1071,Due
MDM010836,2025-09-20,SCH0420,Singh Brothers,Dal,,,981,
MDM005788,2025-06-26,SCH0008,Sharma Traders Pvt Ltd,Dal,18500.0,G,1665,Paid
MDM005067,2025-09-17,SCH0269,Sharma & Sons,Wheat,52000.0,G,1560,Pending
MDM000377,2026-01-19,SCH0492,Kumar Supplies,Wheat,44400.0,G,1332,Due
MDM002459,2025-10-30,SCH0045,Kumar & Co.,Wheat,29400.0,G,882,Pending
MDM007625,2025-07-10,SCH0367,Sharma Traders,Rice,50.4,KG,2016,Cleared
MDM005454,2025-10-25,SCH0373,Sharma Traders,Rice,,,2044,Cleared
MDM009801,2026-02-11,SCH0302,Sharma & Sons,Dal,53.7,KG,4833,Cleared
MDM009295,2025-09-24,SCH0354,Goyal Enterprises,Dal,46.9,KG,4221,Cleared
MDM008719,2025-04-02,SCH0121,Goyal Enterprises,Wheat,48000.0,G,1440,Pending
MDM008273,2025-10-15,SCH0250,Singh Brothers,Rice,54.6,KG,2184,Pending
MDM004412,2025-11-06,SCH0116,Singh Brothers,Atta,,,759,
MDM008641,2026-01-04,SCH0046,Sharma Traders Pvt Ltd,Mustard Oil,37900.0,G,4548,Pending
MDM003456,2025-06-25,SCH0278,Singh Agro,Rice,45800.0,G,1832,Due
MDM003406,2025-11-01,SCH0500,Sharma Traders Pvt Ltd,Mustard Oil,22100.0,G,2652,
MDM005503,2026-01-22,SCH0172,Kumar General Store,Wheat,0.334,SACK,501,Due
MDM009602,2025-08-26,SCH0265,Singh Agro,Wheat,47100.0,G,1413,Pending
MDM002401,2025-10-04,SCH0271,Kumar General Store,Rice,24.6,KG,984,Pending
MDM005047,2026-02-07,SCH0051,S. Agro Works,Rice,,,568,
MDM004890,2025-06-29,SCH0376,Kumar Supplies,Rice,56.2,KG,2248,Paid
MDM008659,2026-02-09,SCH0573,Kumar General Store,Rice,,,1032,Cleared
MDM007020,2025-08-22,SCH0141,Goyal Mill,Wheat,42.4,KG,1272,
MDM005246,2025-08-05,SCH0100,Singh Agro,Mustard Oil,,,5784,Pending
MDM008686,2025-04-11,SCH0319,Singh Brothers,Mustard Oil,30800.0,G,3696,
MDM008154,2025-05-08,SCH0412,Sharma & Sons,Rice,0.81,BAG_50KG,1620,Pending
MDM009660,2025-07-11,SCH0223,S. Agro Works,Rice,0.648,BAG_50KG,1296,Cleared
MDM006193,2025-11-16,SCH0505,Kumar & Co.,Dal,42900.0,G,3861,Cleared
MDM004723,2025-09-06,SCH0238,Goyal Rice Mill,Rice,40.2,KG,1608,Pending
MDM010053,2025-07-16,SCH0001,Sharma Traders Pvt Ltd,Atta,0.588,BAG,882,Paid
MDM000228,2026-03-05,SCH0053,Sharma Traders Pvt Ltd,Wheat,0.298,BAG,447,Paid
MDM005822,2025-04-28,SCH0181,Kumar Supplies,Mustard Oil,10600.0,G,1272,Paid
MDM002318,2025-12-26,SCH0347,Kumar Supplies,Cooking Oil,55.0,KG,6600,Paid
MDM006553,2026-03-10,SCH0483,Goyal Mill,Wheat,,,432,Pending
MDM009259,2025-06-09,SCH0432,Sharma Traders Pvt Ltd,Rice,,,2000,Pending
MDM005557,2026-03-22,SCH0112,Singh Agro,Dal,48100.0,G,4329,Paid
MDM002649,2025-06-19,SCH0594,Goyal Rice Mill,Rice,16.2,KG,648,Paid
MDM001509,2025-08-23,SCH0225,Singh Brothers,Mustard Oil,36.5,KG,4380,
MDM006293,2025-05-12,SCH0144,Sharma Traders Pvt Ltd,Atta,1.164,BAG,1746,Due
MDM011531,2025-10-22,SCH0269,Singh Agro,Cooking Oil,54.0,KG,6480,Pending
MDM001685,2025-11-10,SCH0001,Sharma Traders,Rice,,,1300,Due
MDM000500,2025-11-26,SCH0095,Kumar General Store,Rice,,,672,Pending
MDM007153,2025-07-14,SCH0531,Singh Brothers,Mustard Oil,0.238,BAG_50KG,1428,Pending
MDM001700,2025-04-19,SCH0221,Goyal Enterprises,Mustard Oil,1.106,BORI,6636,Paid
MDM001878,2025-09-16,SCH0594,Sharma Traders Pvt Ltd,Rice,25.1,KG,1004,Paid
MDM004360,2025-04-24,SCH0307,Sharma Traders,Wheat,,,768,Pending
MDM000514,2026-01-27,SCH0537,Kumar Supplies,Mustard Oil,,,6408,Pending
MDM010563,2025-04-06,SCH0489,Sharma & Sons,Dal,0.7040000000000001,BAG,3168,Pending
MDM005490,2025-12-25,SCH0491,Kumar & Co.,Dal,0.5660000000000001,BORI,2547,Paid
MDM003695,2025-11-13,SCH0007,Goyal Enterprises,Wheat,0.95,BORI,1425,Paid
MDM002705,2026-02-27,SCH0509,Singh Brothers,Rice,,,1128,Due
MDM000821,2025-06-06,SCH0163,Goyal Enterprises,oil,0.342,BAG,2052,Cleared
MDM006303,2025-09-17,SCH0229,Sharma & Sons,Cooking Oil,,,3492,Due
MDM005285,2026-01-12,SCH0248,Singh Brothers,Dal,51.9,KG,4671,Paid
MDM009082,2025-12-09,SCH0261,Sharma Traders Pvt Ltd,Mustard Oil,51.1,KG,6132,Paid
MDM007093,2025-07-19,SCH0555,Sharma Traders Pvt Ltd,Wheat,11.6,KG,348,Pending
MDM007653,2025-10-21,SCH0563,Goyal Enterprises,Dal,0.912,BAG_50KG,4104,Due
MDM002449,2025-05-02,SCH0300,Kumar Supplies,Dal,0.442,BORI,1989,
MDM000475,2026-02-28,SCH0195,Kumar General Store,Dal,17.1,KG,1539,Paid
MDM008067,2026-03-15,SCH0261,Singh Brothers,Rice,56.6,KG,2264,
MDM006696,2025-07-09,SCH0361,Sharma Traders Pvt Ltd,Dal,,,3483,Pending
MDM007342,2025-04-19,SCH0469,Kumar Supplies,Rice,49400.0,G,1976,Paid
MDM011200,2025-08-17,SCH0473,Singh Agro,Cooking Oil,52.4,KG,6288,Paid
MDM006376,2026-01-16,SCH0354,Kumar Supplies,Dal,0.268,BORI,1206,Due
MDM002917,2025-07-31,SCH0026,Goyal Mill,Rice,0.794,BAG,1588,Paid
MDM003722,2025-11-16,SCH0473,Sharma & Sons,Wheat,,,885,Cleared
MDM004639,2026-01-19,SCH0139,Singh Brothers,Cooking Oil,32100.0,G,3852,Due
MDM000481,2025-09-02,SCH0089,Goyal Mill,Dal,,,4617,
MDM005332,2025-12-17,SCH0318,Singh Agro,oil,43300.0,G,5196,Pending
MDM005747,2025-09-30,SCH0050,Goyal Rice Mill,Wheat,30100.0,G,903,Paid
MDM002578,2026-02-13,SCH0295,S. Agro Works,Cooking Oil,33100.0,G,3972,Paid
MDM011180,2025-09-24,SCH0497,Sharma Traders Pvt Ltd,Wheat,41.0,KG,1230,Paid
MDM005796,2025-10-28,SCH0121,S. Agro Works,Dal,45.4,KG,4086,Pending
MDM009442,2025-05-25,SCH0418,Kumar & Co.,Wheat,0.76,BORI,1140,Due
MDM010111,2026-01-18,SCH0075,Kumar General Store,Rice,,,2268,Cleared
MDM004919,2025-08-31,SCH0311,S. Agro Works,Mustard Oil,,,5400,Pending
MDM010668,2025-11-15,SCH0060,Kumar Supplies,Rice,,,2200,Due
MDM006178,2026-01-08,SCH0405,Sharma Traders Pvt Ltd,Atta,47900.0,G,1437,Pending
MDM005970,2025-05-16,SCH0083,Sharma Traders,Mustard Oil,,,3072,Due
MDM001350,2025-10-05,SCH0461,Singh Agro,Dal,,,2763,
MDM010030,2026-03-22,SCH0209,Sharma Traders,Rice,0.986,BORI,1972,Paid
MDM006203,2026-01-05,SCH0481,Sharma Traders Pvt Ltd,Dal,,,3042,
MDM006340,2026-03-07,SCH0006,Kumar General Store,Wheat,37500.0,G,1125,Pending
MDM009151,2025-12-03,SCH0031,Goyal Rice Mill,Atta,,,1059,Pending
MDM002923,2026-01-05,SCH0478,Sharma Traders Pvt Ltd,Dal,48.1,KG,4329,Pending
MDM003435,2025-07-28,SCH0323,Goyal Mill,Dal,,,2664,Pending
MDM006729,2025-12-02,SCH0417,Sharma & Sons,Mustard Oil,,,5832,Due
MDM001607,2025-12-08,SCH0094,Sharma & Sons,Mustard Oil,0.684,BORI,4104,
MDM006006,2025-07-05,SCH0280,Sharma Traders Pvt Ltd,Rice,,,624,Due
MDM003032,2025-10-07,SCH0459,Kumar General Store,Atta,59.5,KG,1785,Paid
MDM002763,2025-10-06,SCH0342,Sharma & Sons,Atta,25.7,KG,771,Cleared
MDM008331,2025-12-24,SCH0571,Singh Brothers,Rice,1.196,BAG,2392,Paid
MDM006868,2025-09-24,SCH0542,Kumar & Co.,Dal,,,4419,Due
MDM005981,2025-06-22,SCH0101,Singh Agro,Mustard Oil,18.4,KG,2208,Paid
MDM003496,2025-12-23,SCH0106,Sharma Traders Pvt Ltd,Dal,,,1440,
MDM001660,2025-05-28,SCH0372,Sharma Traders,oil,13.1,KG,1572,Paid
MDM006202,2025-04-21,SCH0327,S. Agro Works,Cooking Oil,49.0,KG,5880,Paid
MDM011425,2025-04-15,SCH0302,S. Agro Works,Atta,46.9,KG,1407,
MDM001447,2025-08-16,SCH0456,Sharma Traders,Rice,19.8,KG,792,
MDM008875,2025-12-05,SCH0032,Sharma Traders Pvt Ltd,Atta,,,1395,Paid
MDM001021,2025-12-27,SCH0123,Sharma Traders,Dal,,,990,Paid
MDM000706,2025-12-08,SCH0318,Goyal Enterprises,Dal,,,5157,Paid
MDM008611,2025-10-21,SCH0099,Goyal Mill,Rice,56.4,KG,2256,Pending
MDM001867,2025-05-18,SCH0278,Kumar Supplies,Rice,39.2,KG,1568,Pending
MDM004011,2025-05-29,SCH0436,Sharma Traders,Atta,0.254,SACK,381,Paid
MDM003847,2025-12-11,SCH0189,Kumar & Co.,Cooking Oil,,,4956,Due
MDM002123,2026-02-19,SCH0506,Singh Brothers,Rice,15900.0,G,636,Due
MDM007190,2025-08-05,SCH0282,Singh Brothers,Wheat,,,1380,Pending
MDM002575,2026-03-17,SCH0503,Singh Brothers,Dal,39.9,KG,3591,Paid
MDM009983,2025-11-28,SCH0351,Kumar & Co.,Rice,,,2140,Paid
MDM001922,2025-12-24,SCH0498,Singh Agro,Cooking Oil,,,2964,Paid
MDM002957,2026-03-13,SCH0355,Sharma Traders Pvt Ltd,Cooking Oil,22800.0,G,2736,Paid
MDM007230,2025-11-04,SCH0375,Goyal Enterprises,Rice,55700.0,G,,Pending
MDM007333,2025-07-11,SCH0353,S. Agro Works,Wheat,,,348,Paid
MDM006487,2025-08-22,SCH0281,Singh Agro,Dal,39.2,KG,3528,Pending
MDM011782,2025-08-25,SCH0226,Singh Agro,Rice,0.8340000000000001,BAG,1668,Paid
MDM001420,2025-08-15,SCH0093,Goyal Enterprises,Rice,46.6,KG,1864,Pending
MDM003425,2025-07-05,SCH0073,Kumar General Store,Rice,,,684,Pending
MDM003778,2025-04-25,SCH0095,Kumar & Co.,Wheat,,,1257,Paid
MDM010439,2025-10-20,SCH0434,Kumar Supplies,Dal,,,2538,Paid
MDM008843,2025-11-25,SCH0464,Goyal Rice Mill,Dal,,,5166,Pending
MDM002026,2025-04-24,SCH0484,Goyal Rice Mill,Dal,35.9,KG,3231,Due
MDM000595,2025-07-23,SCH0484,Singh Brothers,Atta,10.9,KG,327,Pending
MDM001559,2025-10-02,SCH0335,Goyal Mill,Rice,13.2,KG,528,Cleared
MDM004394,2025-08-21,SCH0439,Goyal Rice Mill,Mustard Oil,1.016,BAG,6096,Paid
MDM004846,2025-05-27,SCH0539,Sharma & Sons,Cooking Oil,57300.0,G,6876,Due
MDM008223,2025-07-17,SCH0440,Kumar General Store,Atta,,,,Paid
MDM010560,2025-09-16,SCH0193,Singh Agro,Rice,31.6,KG,1264,Pending
MDM004774,2025-08-06,SCH0321,Sharma & Sons,oil,26.2,KG,3144,Due
MDM006387,2025-05-21,SCH0428,Goyal Rice Mill,Dal,1.04,BORI,4680,Paid
MDM011548,2025-04-23,SCH0265,S. Agro Works,Rice,18.8,KG,752,Cleared
MDM003401,2026-01-22,SCH0027,Singh Agro,oil,45900.0,G,5508,Pending
MDM002059,2026-02-12,SCH0482,Singh Agro,Rice,,,608,Cleared
MDM008753,2025-09-26,SCH0375,Kumar General Store,Wheat,46800.0,G,1404,Paid
MDM004688,2026-03-22,SCH0109,Kumar Supplies,Mustard Oil,16.1,KG,,Paid
MDM004951,2025-12-01,SCH0103,Kumar General Store,Mustard Oil,50.6,KG,6072,Pending
MDM011847,2026-02-25,SCH0478,Kumar Supplies,Wheat,10.7,KG,,Pending
MDM004048,2025-04-18,SCH0084,Goyal Rice Mill,Cooking Oil,33200.0,G,3984,Due
MDM007317,2025-10-25,SCH0384,Singh Brothers,Rice,45.9,KG,1836,Paid
MDM003964,2025-04-25,SCH0182,Singh Agro,Dal,,,2421,Due
MDM004016,2025-12-26,SCH0484,S. Agro Works,Cooking Oil,0.586,BAG,3516,Paid
MDM008500,2025-06-21,SCH0593,Kumar & Co.,Atta,34.1,KG,1023,Cleared
MDM010339,2025-04-23,SCH0547,Goyal Rice Mill,Wheat,,,840,Cleared
MDM007376,2025-11-11,SCH0461,Goyal Rice Mill,Dal,29.8,KG,2682,Due
MDM000536,2025-06-07,SCH0174,Kumar & Co.,Rice,0.838,BAG,1676,
MDM009787,2026-01-11,SCH0061,Goyal Rice Mill,Atta,43700.0,G,1311,Pending
MDM000293,2025-05-08,SCH0226,Kumar General Store,Wheat,1.006,BAG,1509,Cleared
MDM002837,2025-11-01,SCH0600,Sharma & Sons,Rice,28700.0,G,1148,Paid
MDM004747,2025-12-12,SCH0231,Sharma Traders,Dal,49900.0,G,4491,
MDM009537,2025-12-25,SCH0391,Goyal Mill,Dal,,,1800,
MDM002871,2025-08-27,SCH0361,Goyal Mill,Mustard Oil,29.3,KG,3516,Paid
MDM005235,2025-12-26,SCH0111,Sharma Traders,Rice,29.7,KG,1188,Due
MDM004694,2025-11-27,SCH0566,Kumar General Store,Mustard Oil,0.5920000000000001,BAG,3552,Paid
MDM004922,2026-02-14,SCH0528,Singh Brothers,Rice,,,616,Paid
MDM008709,2025-12-11,SCH0452,Goyal Enterprises,Mustard Oil,45.6,KG,5472,Pending
MDM007643,2025-04-10,SCH0342,S. Agro Works,Dal,1.158,BORI,5211,Due
MDM009167,2025-12-28,SCH0205,Goyal Enterprises,Rice,16.3,KG,652,Pending
MDM010195,2025-09-04,SCH0228,Goyal Enterprises,Dal,,,5373,Paid
MDM001319,2026-03-20,SCH0265,Singh Agro,Wheat,,,1095,Cleared
MDM008047,2025-11-05,SCH0297,Singh Agro,Wheat,19.2,KG,,Due
MDM008472,2025-04-14,SCH0033,Singh Agro,Mustard Oil,,,2028,
MDM004300,2026-03-06,SCH0291,Sharma & Sons,oil,,,2880,Cleared
MDM005993,2025-10-14,SCH0006,Goyal Rice Mill,Wheat,1.108,BAG,1662,Cleared
MDM009302,2025-10-16,SCH0400,Singh Agro,Rice,,,2156,Due
MDM005221,2025-04-18,SCH0390,Goyal Enterprises,Dal,11300.0,G,1017,
MDM009868,2025-07-01,SCH0585,Kumar & Co.,Wheat,22700.0,G,681,Paid
MDM006078,2025-05-28,SCH0536,Singh Brothers,Rice,1.106,BORI,2212,Pending
MDM006850,2025-12-08,SCH0078,Goyal Rice Mill,Rice,,,1900,
MDM005771,2025-10-25,SCH0403,Kumar & Co.,Dal,,,1035,Pending
MDM011261,2025-04-07,SCH0426,Sharma Traders,Rice,0.674,BORI,1348,Cleared
MDM002547,2025-08-27,SCH0404,Goyal Rice Mill,Dal,0.574,BORI,,Paid
MDM002229,2025-07-05,SCH0190,Goyal Mill,Rice,,,2032,Pending
MDM005665,2025-05-06,SCH0367,S. Agro Works,Cooking Oil,57600.0,G,6912,Pending
MDM009854,2026-03-28,SCH0143,Goyal Enterprises,Mustard Oil,,,2796,Paid
MDM006976,2025-11-26,SCH0296,Goyal Rice Mill,Wheat,26500.0,G,795,Pending
MDM006776,2025-09-27,SCH0563,Singh Agro,Dal,56000.0,G,5040,
MDM003285,2026-03-23,SCH0144,Sharma Traders,Rice,,,2236,Pending
MDM008828,2025-07-17,SCH0504,Singh Brothers,Atta,20.9,KG,627,Paid
MDM006330,2026-02-05,SCH0420,Sharma & Sons,Dal,56900.0,G,5121,Cleared
MDM006999,2025-11-07,SCH0348,Sharma Traders,Rice,0.626,BAG_50KG,1252,Due
MDM000357,2025-08-11,SCH0554,Sharma Traders Pvt Ltd,oil,0.598,SACK,3588,
MDM009222,2026-02-23,SCH0290,Goyal Rice Mill,Rice,52.2,KG,2088,Paid
MDM011723,2025-06-02,SCH0198,Singh Brothers,Cooking Oil,15.0,KG,1800,Paid
MDM006751,2025-08-03,SCH0374,Kumar & Co.,Wheat,0.26,BAG,390,Due
MDM010287,2025-05-06,SCH0145,Singh Brothers,Dal,31.0,KG,2790,Pending
MDM003602,2025-09-20,SCH0096,Singh Brothers,Wheat,58.9,KG,1767,Paid
MDM000838,2025-05-09,SCH0516,Goyal Mill,Mustard Oil,,,5412,
MDM010323,2025-05-03,SCH0159,Singh Agro,Rice,34.5,KG,1380,Paid
MDM000267,2026-03-24,SCH0147,S. Agro Works,Rice,,,928,Cleared
MDM007723,2025-09-05,SCH0101,Sharma & Sons,Dal,0.244,BAG_50KG,1098,Pending
MDM002007,2025-07-14,SCH0210,Singh Agro,oil,27900.0,G,3348,
MDM006691,2026-01-23,SCH0130,Goyal Enterprises,Wheat,46000.0,G,1380,Pending
MDM004527,2025-04-26,SCH0071,Goyal Enterprises,Wheat,17600.0,G,528,Paid
MDM008956,2025-09-22,SCH0242,Sharma Traders Pvt Ltd,Wheat,0.6559999999999999,BAG,983,Cleared
MDM002363,2025-06-28,SCH0076,Singh Agro,Wheat,,,978,Pending
MDM008317,2025-05-07,SCH0210,Sharma Traders Pvt Ltd,Wheat,0.55,BAG_50KG,825,Paid
MDM010165,2026-01-13,SCH0427,Kumar Supplies,Rice,47100.0,G,1884,Pending
MDM009031,2025-09-04,SCH0248,Sharma & Sons,Rice,19000.0,G,760,Paid
MDM000512,2025-06-11,SCH0598,Kumar Supplies,Rice,,,440,Pending
MDM002900,2025-07-29,SCH0117,Sharma Traders,Wheat,1.05,BORI,1575,Pending
MDM001891,2026-02-10,SCH0523,Sharma Traders,Wheat,,,1047,Due
MDM003466,2026-03-10,SCH0023,Kumar General Store,Dal,19000.0,G,1710,Paid
MDM011451,2025-08-22,SCH0023,S. Agro Works,Rice,42.2,KG,1688,Cleared
MDM000158,2026-03-02,SCH0028,Sharma Traders Pvt Ltd,Dal,0.452,BAG,2034,Cleared
MDM004130,2026-03-05,SCH0281,Sharma & Sons,Cooking Oil,0.33,BORI,1980,Paid
MDM000128,2025-10-05,SCH0242,Sharma & Sons,Rice,44200.0,G,1768,Paid
MDM005689,2026-03-07,SCH0187,Sharma & Sons,oil,1.184,BAG,7104,Paid
MDM006119,2025-07-27,SCH0296,Kumar & Co.,Dal,,,4635,
MDM001442,2025-11-10,SCH0071,Singh Brothers,Rice,44.1,KG,1764,Paid
MDM005762,2026-01-21,SCH0072,Goyal Enterprises,Wheat,18900.0,G,567,
