record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by,attendance_rate,impossible_attendance_flag,proxy_attendance_flag,record_id_missing_flag
ATT0005355,2025-08-04,SCH0519,1,274,242,Present,Headmaster,88.32116788321169,False,False,False
ATT0018111,2025-05-17,SCH0471,6,254,171,Present,Headmaster,67.32283464566929,False,False,False
ATT0007062,2026-03-08,SCH0555,6,228,228,Present,Unknown,100.0,False,True,False
ATT0000737,2025-12-19,SCH0353,7,124,86,Present,Headmaster,69.35483870967742,False,False,False
ATT0012245,2025-05-12,SCH0273,2,122,116,Present,Class Teacher,95.08196721311475,False,False,False
ATT0004975,2025-06-21,SCH0591,1,211,196,Absent,Clerk,92.89099526066352,False,False,False
ATT0016822,2025-11-04,SCH0384,5,217,141,Present,Unknown,64.97695852534562,False,False,False
ATT0015331,2025-04-10,SCH0090,2,157,108,Present,Unknown,68.78980891719745,False,False,False
ATT0000451,2025-11-09,SCH0233,2,69,55,Absent,Headmaster,79.71014492753623,False,False,False
ATT0018611,2025-08-12,SCH0012,1,248,185,Absent,Headmaster,74.59677419354838,False,False,False
ATT0005100,2025-08-28,SCH0369,3,140,134,Present,Class Teacher,95.71428571428572,False,False,False
ATT0019120,2025-09-01,SCH0014,9,237,214,Present,Class Teacher,90.29535864978902,False,False,False
,2025-09-10,SCH0199,2,233,163,Present,Headmaster,69.95708154506438,False,False,True
ATT0008123,2026-03-21,SCH0205,2,252,188,Unknown,Unknown,74.60317460317461,False,False,False
ATT0002863,2025-07-15,SCH0261,2,287,221,Present,Unknown,77.00348432055749,False,False,False
ATT0014170,2025-11-07,SCH0419,3,102,91,Present,Admin,89.2156862745098,False,False,False
ATT0018658,2025-12-26,SCH0203,2,235,198,Present,Unknown,84.25531914893617,False,False,False
ATT0014691,2025-11-27,SCH0374,3,94,73,Unknown,Class Teacher,77.6595744680851,False,False,False
ATT0013111,2025-09-05,SCH0504,2,126,120,Unknown,Headmaster,95.23809523809523,False,False,False
ATT0006162,2025-07-18,SCH0421,5,97,86,Present,Headmaster,88.65979381443299,False,False,False
ATT0001145,2025-11-21,SCH0264,2,133,93,Present,Unknown,69.92481203007519,False,False,False
ATT0006869,2026-01-12,SCH0252,2,45,34,Present,Unknown,75.55555555555556,False,False,False
ATT0008095,2025-06-25,SCH0449,10,216,184,Present,Headmaster,85.18518518518519,False,False,False
ATT0011527,2025-09-23,SCH0429,7,192,134,Present,Unknown,69.79166666666666,False,False,False
ATT0001238,2025-06-07,SCH0253,4,40,49,Present,Headmaster,,True,False,False
ATT0014753,2025-08-09,SCH0525,5,289,201,Present,Class Teacher,69.55017301038062,False,False,False
ATT0014835,2025-10-23,SCH0030,8,92,58,Present,Headmaster,63.04347826086957,False,False,False
ATT0010237,2025-12-25,SCH0226,6,227,164,Present,Clerk,72.24669603524228,False,False,False
ATT0008404,2025-08-27,SCH0442,3,91,65,Present,Clerk,71.42857142857143,False,False,False
ATT0009023,2025-02-07,SCH0473,10,179,126,Present,Headmaster,70.39106145251397,False,False,False
ATT0007919,2025-12-31,SCH0178,1,46,40,Present,Clerk,86.95652173913044,False,False,False
ATT0000042,2025-09-22,SCH0540,2,275,244,Present,Unknown,88.72727272727273,False,False,False
ATT0011458,2025-07-10,SCH0596,7,266,240,Present,Admin,90.22556390977444,False,False,False
ATT0012830,2025-08-12,SCH0059,9,208,129,Present,Admin,62.019230769230774,False,False,False
ATT0008957,2025-05-05,SCH0111,1,156,109,Present,Headmaster,69.87179487179486,False,False,False
ATT0002813,2026-03-15,SCH0298,5,225,155,Present,Admin,68.88888888888889,False,False,False
ATT0018196,2025-08-23,SCH0590,8,281,232,Present,Headmaster,82.56227758007117,False,False,False
ATT0017894,2025-10-08,SCH0301,2,300,282,Present,Clerk,94.0,False,False,False
ATT0007901,2025-07-14,SCH0092,2,182,117,Present,Headmaster,64.28571428571429,False,False,False
ATT0002035,2026-12-01,SCH0409,6,114,90,Present,Admin,78.94736842105263,False,False,False
ATT0001124,2025-12-29,SCH0386,3,272,205,Present,Headmaster,75.36764705882352,False,False,False
ATT0012028,2025-11-10,SCH0059,5,174,150,Present,Unknown,86.20689655172413,False,False,False
ATT0009439,2025-05-17,SCH0051,10,146,97,Unknown,Headmaster,66.43835616438356,False,False,False
ATT0004844,2025-12-17,SCH0352,2,263,240,Present,Class Teacher,91.25475285171103,False,False,False
ATT0014619,2025-07-08,SCH0036,4,232,146,Present,Class Teacher,62.93103448275862,False,False,False
ATT0015728,2025-05-10,SCH0402,2,294,240,Absent,Clerk,81.63265306122449,False,False,False
ATT0009240,2025-07-29,SCH0489,4,129,137,Present,Clerk,,True,False,False
ATT0007577,2025-12-08,SCH0089,5,114,107,Absent,Headmaster,93.85964912280701,False,False,False
ATT0001348,2026-01-05,SCH0311,1,170,142,Present,Clerk,83.52941176470588,False,False,False
ATT0010263,2025-11-20,SCH0474,3,48,36,Absent,Admin,75.0,False,False,False
ATT0015873,2025-05-01,SCH0083,2,208,132,Present,Headmaster,63.46153846153846,False,False,False
ATT0002459,2026-06-03,SCH0120,5,63,54,Present,Clerk,85.71428571428571,False,False,False
ATT0013978,2025-05-07,SCH0255,9,54,48,Present,Admin,88.88888888888889,False,False,False
ATT0014187,2026-01-02,SCH0199,4,287,305,Present,Headmaster,,True,False,False
ATT0002931,2025-05-17,SCH0272,10,75,65,Present,Class Teacher,86.66666666666667,False,False,False
ATT0006276,2026-01-06,SCH0596,6,229,216,Absent,Class Teacher,94.32314410480349,False,False,False
ATT0008724,2025-07-16,SCH0218,9,73,46,Present,Clerk,63.013698630136986,False,False,False
ATT0015368,2025-08-17,SCH0479,4,60,60,Present,Headmaster,100.0,False,True,False
ATT0000091,2026-01-31,SCH0456,5,215,143,Present,Class Teacher,66.51162790697674,False,False,False
ATT0007450,2025-10-22,SCH0256,2,280,268,Present,Unknown,95.71428571428572,False,False,False
ATT0000036,2025-08-08,SCH0230,5,279,237,Present,Class Teacher,84.94623655913979,False,False,False
ATT0016498,2025-06-25,SCH0399,4,297,257,Present,Headmaster,86.53198653198653,False,False,False
ATT0004329,2026-08-03,SCH0373,1,98,98,Present,Clerk,100.0,False,False,False
ATT0005218,2026-06-03,SCH0217,5,167,114,Present,Headmaster,68.26347305389223,False,False,False
ATT0004414,2026-02-11,SCH0121,5,252,185,Present,Class Teacher,73.4126984126984,False,False,False
ATT0014629,2026-02-23,SCH0380,3,170,180,Present,Class Teacher,,True,False,False
ATT0014910,2025-04-18,SCH0040,10,254,219,Present,Headmaster,86.22047244094489,False,False,False
ATT0000706,2025-07-15,SCH0262,10,192,175,Present,Clerk,91.14583333333334,False,False,False
ATT0002208,2026-03-12,SCH0482,3,287,243,Present,Headmaster,84.66898954703834,False,False,False
ATT0012984,2025-10-29,SCH0428,7,292,230,Present,Class Teacher,78.76712328767124,False,False,False
ATT0005628,2025-09-22,SCH0172,5,291,276,Present,Unknown,94.84536082474226,False,False,False
ATT0007008,2025-04-27,SCH0338,4,108,98,Unknown,Headmaster,90.74074074074075,False,False,False
ATT0017970,2026-03-20,SCH0586,3,122,116,Present,Class Teacher,95.08196721311475,False,False,False
ATT0008179,2025-06-12,SCH0137,1,298,290,Present,Class Teacher,97.31543624161074,False,False,False
ATT0004922,2025-01-09,SCH0349,7,168,112,Present,Admin,66.66666666666666,False,False,False
ATT0016184,2026-10-01,SCH0175,5,80,56,Present,Headmaster,70.0,False,False,False
ATT0012015,2025-11-01,SCH0325,9,220,153,Present,Headmaster,69.54545454545455,False,False,False
ATT0013053,2025-08-28,SCH0570,2,65,49,Present,Class Teacher,75.38461538461539,False,False,False
ATT0013104,2025-03-06,SCH0031,2,224,140,Absent,Clerk,62.5,False,False,False
ATT0012646,2025-05-16,SCH0214,1,225,176,Present,Unknown,78.22222222222223,False,False,False
ATT0008212,2025-04-11,SCH0441,7,44,42,Present,Class Teacher,95.45454545454545,False,False,False
ATT0015863,2026-03-22,SCH0246,9,68,62,Present,Class Teacher,91.17647058823529,False,False,False
ATT0007126,2025-05-10,SCH0138,5,68,54,Present,Unknown,79.41176470588235,False,False,False
ATT0012975,2025-05-29,SCH0176,4,84,71,Present,Clerk,84.52380952380952,False,False,False
ATT0002003,2025-12-30,SCH0472,3,43,37,Present,Class Teacher,86.04651162790698,False,False,False
ATT0004253,2025-04-18,SCH0067,9,109,100,Present,Unknown,91.74311926605505,False,False,False
ATT0012387,2026-02-26,SCH0446,3,246,204,Present,Unknown,82.92682926829268,False,False,False
ATT0008381,2026-03-05,SCH0225,4,192,181,Issue,Admin,94.27083333333334,False,False,False
ATT0008159,2025-10-13,SCH0232,8,94,76,Absent,Admin,80.85106382978722,False,False,False
ATT0014143,2025-06-22,SCH0002,2,134,134,Present,Clerk,100.0,False,True,False
ATT0017820,2025-06-13,SCH0447,9,82,69,Present,Clerk,84.14634146341463,False,False,False
ATT0008766,2026-01-30,SCH0460,8,213,137,Present,Admin,64.31924882629107,False,False,False
ATT0018474,2025-09-30,SCH0225,4,210,127,Present,Unknown,60.476190476190474,False,False,False
ATT0018362,2025-05-02,SCH0059,2,40,37,Present,Headmaster,92.5,False,False,False
ATT0017907,2025-10-04,SCH0260,5,278,177,Absent,Admin,63.66906474820144,False,False,False
ATT0007467,2026-03-31,SCH0098,5,44,61,Present,Class Teacher,,True,False,False
ATT0009392,2026-02-21,SCH0270,9,76,54,Present,Clerk,71.05263157894737,False,False,False
ATT0011132,2025-11-18,SCH0081,10,90,75,Absent,Class Teacher,83.33333333333334,False,False,False
ATT0016957,2025-06-17,SCH0479,5,79,57,Present,Headmaster,72.15189873417721,False,False,False
ATT0013963,2026-01-20,SCH0028,5,169,151,Absent,Headmaster,89.3491124260355,False,False,False
ATT0002726,2025-06-20,SCH0360,6,233,224,Present,Class Teacher,96.13733905579399,False,False,False
ATT0016214,2025-08-04,SCH0341,3,247,150,Present,Headmaster,60.72874493927125,False,False,False
ATT0008140,2025-07-17,SCH0274,10,106,89,Absent,Unknown,83.9622641509434,False,False,False
ATT0001867,2026-01-22,SCH0176,6,284,215,Present,Clerk,75.70422535211267,False,False,False
ATT0002222,2025-09-08,SCH0305,3,76,65,Present,Unknown,85.52631578947368,False,False,False
ATT0003116,2025-10-07,SCH0328,1,141,121,Present,Clerk,85.81560283687944,False,False,False
ATT0007248,2025-02-04,SCH0378,4,132,90,Present,Admin,68.18181818181817,False,False,False
ATT0014659,2025-04-12,SCH0378,10,66,49,Present,Class Teacher,74.24242424242425,False,False,False
ATT0003114,2025-09-05,SCH0100,3,59,37,Present,Admin,62.71186440677966,False,False,False
ATT0004635,2025-06-07,SCH0512,5,90,90,Present,Clerk,100.0,False,False,False
ATT0000652,2026-06-03,SCH0392,6,136,121,Present,Admin,88.97058823529412,False,False,False
ATT0009363,2025-12-21,SCH0546,5,225,225,Unknown,Unknown,100.0,False,True,False
ATT0005212,2025-07-03,SCH0090,2,117,107,Present,Admin,91.45299145299145,False,False,False
ATT0015231,2026-10-03,SCH0282,5,180,115,Present,Clerk,63.888888888888886,False,False,False
ATT0007730,2025-10-30,SCH0146,5,78,72,Present,Headmaster,92.3076923076923,False,False,False
ATT0004833,2026-01-21,SCH0444,3,201,191,Present,Headmaster,95.02487562189054,False,False,False
ATT0016918,2025-04-26,SCH0598,10,281,228,Present,Headmaster,81.13879003558719,False,False,False
ATT0018609,2025-11-28,SCH0120,5,157,150,Present,Class Teacher,95.54140127388536,False,False,False
ATT0005999,2025-12-14,SCH0089,2,64,61,Present,Headmaster,95.3125,False,False,False
ATT0018518,2025-09-28,SCH0420,5,64,43,Present,Class Teacher,67.1875,False,False,False
ATT0012051,2025-06-30,SCH0467,5,66,81,Present,Clerk,,True,False,False
ATT0004784,2025-07-19,SCH0488,8,218,166,Present,Class Teacher,76.14678899082568,False,False,False
ATT0011936,2026-03-19,SCH0319,4,96,80,Absent,Unknown,83.33333333333334,False,False,False
ATT0007485,2025-04-02,SCH0283,7,297,242,Present,Clerk,81.48148148148148,False,False,False
ATT0000018,2025-03-09,SCH0586,5,216,210,Present,Headmaster,97.22222222222221,False,False,False
ATT0010843,2026-03-23,SCH0292,4,263,250,Present,Unknown,95.05703422053232,False,False,False
ATT0017791,2025-08-31,SCH0448,6,177,177,Unknown,Headmaster,100.0,False,True,False
ATT0006707,2025-04-28,SCH0166,3,40,31,Present,Class Teacher,77.5,False,False,False
ATT0012103,2026-02-18,SCH0035,10,142,115,Present,Unknown,80.98591549295774,False,False,False
ATT0019789,2026-11-03,SCH0464,5,132,79,Present,Clerk,59.84848484848485,False,False,False
ATT0005598,2026-01-19,SCH0208,1,152,120,Present,Class Teacher,78.94736842105263,False,False,False
ATT0002894,2026-03-11,SCH0409,3,271,271,Present,Headmaster,100.0,False,False,False
,2025-11-25,SCH0526,1,41,26,Present,Headmaster,63.41463414634146,False,False,True
ATT0004692,2025-10-21,SCH0143,4,154,97,Present,Class Teacher,62.98701298701299,False,False,False
ATT0009332,2025-05-11,SCH0361,3,78,54,Present,Unknown,69.23076923076923,False,False,False
ATT0004357,2026-08-03,SCH0007,2,146,95,Present,Headmaster,65.06849315068493,False,False,False
ATT0010632,2025-04-28,SCH0360,5,56,35,Absent,Unknown,62.5,False,False,False
ATT0000648,2025-06-12,SCH0155,2,45,37,Present,Class Teacher,82.22222222222221,False,False,False
ATT0007748,2025-06-17,SCH0110,3,119,91,Present,Headmaster,76.47058823529412,False,False,False
ATT0015093,2026-02-25,SCH0032,3,102,80,Present,Admin,78.43137254901961,False,False,False
ATT0006493,2025-04-17,SCH0082,8,117,101,Present,Admin,86.32478632478633,False,False,False
ATT0001322,2026-03-16,SCH0452,2,250,192,Present,Headmaster,76.8,False,False,False
ATT0014575,2025-04-22,SCH0145,1,217,183,Present,Class Teacher,84.33179723502305,False,False,False
ATT0014041,2026-10-01,SCH0252,7,250,230,Absent,Class Teacher,92.0,False,False,False
ATT0001906,2025-10-26,SCH0369,1,199,199,Present,Unknown,100.0,False,True,False
ATT0015425,2025-11-20,SCH0396,9,179,107,Present,Headmaster,59.77653631284916,False,False,False
,2025-11-19,SCH0122,1,281,230,Present,Unknown,81.85053380782918,False,False,True
ATT0018290,2025-09-17,SCH0198,5,164,164,Present,Class Teacher,100.0,False,False,False
ATT0014790,2025-05-31,SCH0312,6,220,144,Present,Class Teacher,65.45454545454545,False,False,False
,2025-12-10,SCH0273,2,228,220,Present,Admin,96.49122807017544,False,False,True
ATT0002584,2025-11-26,SCH0054,1,48,45,Present,Class Teacher,93.75,False,False,False
ATT0003529,2025-08-17,SCH0514,3,178,118,Present,Class Teacher,66.29213483146067,False,False,False
ATT0013514,2025-02-04,SCH0448,1,73,70,Present,Headmaster,95.8904109589041,False,False,False
ATT0009959,2026-01-03,SCH0480,4,205,157,Present,Headmaster,76.58536585365854,False,False,False
ATT0001430,2026-11-03,SCH0085,5,115,115,Present,Clerk,100.0,False,False,False
ATT0015002,2026-03-02,SCH0248,9,247,183,Present,Clerk,74.08906882591093,False,False,False
ATT0014919,2025-12-04,SCH0045,2,97,74,Present,Clerk,76.28865979381443,False,False,False
ATT0000218,2026-03-31,SCH0210,1,100,65,Absent,Class Teacher,65.0,False,False,False
ATT0012332,2026-02-19,SCH0049,2,153,126,Present,Unknown,82.35294117647058,False,False,False
ATT0014555,2025-11-24,SCH0330,3,67,57,Present,Headmaster,85.07462686567165,False,False,False
ATT0015534,2026-02-10,SCH0290,3,120,113,Present,Clerk,94.16666666666667,False,False,False
ATT0001397,2025-05-01,SCH0590,5,232,196,Present,Headmaster,84.48275862068965,False,False,False
ATT0007817,2025-09-24,SCH0312,1,94,65,Present,Class Teacher,69.14893617021278,False,False,False
ATT0004402,2025-09-01,SCH0235,5,291,291,Present,Class Teacher,100.0,False,False,False
ATT0016952,2025-04-08,SCH0012,7,66,64,Present,Headmaster,96.96969696969697,False,False,False
ATT0018360,2025-01-06,SCH0125,3,195,133,Present,Unknown,68.2051282051282,False,False,False
ATT0001740,2025-10-13,SCH0489,3,170,149,Present,Admin,87.6470588235294,False,False,False
ATT0012790,2026-01-01,SCH0583,3,287,186,Present,Unknown,64.80836236933798,False,False,False
ATT0018558,2025-10-29,SCH0043,4,129,117,Present,Headmaster,90.69767441860465,False,False,False
ATT0018243,2025-06-22,SCH0403,2,73,60,Present,Class Teacher,82.1917808219178,False,False,False
ATT0012815,2025-11-30,SCH0532,3,143,129,Present,Clerk,90.20979020979021,False,False,False
ATT0012913,2025-06-16,SCH0465,4,295,251,Present,Headmaster,85.08474576271186,False,False,False
ATT0016477,2025-06-28,SCH0415,10,277,182,Present,Headmaster,65.70397111913357,False,False,False
ATT0006336,2025-08-07,SCH0555,7,169,110,Present,Unknown,65.08875739644971,False,False,False
ATT0004029,2025-07-18,SCH0212,5,300,285,Present,Clerk,95.0,False,False,False
ATT0007404,2025-06-09,SCH0595,5,126,94,Present,Unknown,74.60317460317461,False,False,False
ATT0003966,2025-10-01,SCH0286,6,134,91,Present,Clerk,67.91044776119402,False,False,False
ATT0013900,2026-03-01,SCH0415,3,254,194,Absent,Admin,76.37795275590551,False,False,False
ATT0003975,2025-04-07,SCH0110,5,150,98,Present,Admin,65.33333333333333,False,False,False
ATT0010512,2025-08-11,SCH0536,3,258,163,Present,Headmaster,63.17829457364341,False,False,False
ATT0004280,2025-04-03,SCH0211,1,59,78,Present,Clerk,,True,False,False
ATT0001188,2026-03-21,SCH0176,6,219,186,Present,Unknown,84.93150684931507,False,False,False
ATT0007946,2025-11-03,SCH0544,3,285,278,Present,Clerk,97.54385964912281,False,False,False
ATT0018183,2025-05-15,SCH0058,1,168,104,Issue,Class Teacher,61.904761904761905,False,False,False
,2025-08-08,SCH0169,10,136,109,Present,Class Teacher,80.14705882352942,False,False,True
ATT0003376,2025-12-14,SCH0593,6,241,170,Present,Unknown,70.53941908713693,False,False,False
ATT0005816,2025-11-14,SCH0162,5,210,143,Present,Unknown,68.0952380952381,False,False,False
ATT0001839,2025-04-12,SCH0303,9,45,38,Absent,Class Teacher,84.44444444444444,False,False,False
ATT0011733,2025-12-29,SCH0205,8,261,225,Present,Headmaster,86.20689655172413,False,False,False
ATT0003827,2025-04-27,SCH0234,1,242,258,Present,Clerk,,True,False,False
ATT0003821,2026-01-15,SCH0423,6,109,105,Present,Headmaster,96.3302752293578,False,False,False
ATT0003644,2025-09-22,SCH0533,9,127,92,Present,Class Teacher,72.44094488188976,False,False,False
ATT0002731,2025-11-26,SCH0157,6,120,116,Present,Headmaster,96.66666666666667,False,False,False
ATT0004339,2025-04-11,SCH0547,9,179,112,Present,Unknown,62.56983240223464,False,False,False
ATT0000388,2025-08-21,SCH0370,5,255,219,Present,Admin,85.88235294117646,False,False,False
ATT0016145,2025-03-10,SCH0500,5,198,187,Present,Clerk,94.44444444444444,False,False,False
ATT0017461,2025-06-23,SCH0312,6,122,101,Present,Headmaster,82.78688524590164,False,False,False
ATT0015403,2025-09-15,SCH0151,4,196,186,Absent,Clerk,94.89795918367348,False,False,False
ATT0012435,2025-09-21,SCH0245,3,264,264,Present,Unknown,100.0,False,True,False
ATT0001036,2025-09-25,SCH0051,1,230,239,Present,Unknown,,True,False,False
ATT0013645,2025-09-24,SCH0132,3,133,109,Present,Clerk,81.95488721804512,False,False,False
ATT0016148,2026-01-12,SCH0467,6,219,131,Unknown,Admin,59.817351598173516,False,False,False
ATT0002449,2025-07-02,SCH0110,4,139,86,Present,Class Teacher,61.87050359712231,False,False,False
ATT0000842,2025-02-08,SCH0394,3,300,277,Present,Class Teacher,92.33333333333333,False,False,False
ATT0008914,2025-09-05,SCH0373,2,210,175,Present,Headmaster,83.33333333333334,False,False,False
ATT0015751,2025-01-04,SCH0203,5,57,48,Absent,Admin,84.21052631578947,False,False,False
ATT0019073,2025-04-28,SCH0418,6,274,184,Present,Headmaster,67.15328467153284,False,False,False
ATT0013370,2025-12-16,SCH0179,8,114,132,Present,Admin,,True,False,False
ATT0019929,2025-04-05,SCH0230,8,269,269,Present,Headmaster,100.0,False,False,False
ATT0009792,2025-06-20,SCH0235,1,269,196,Present,Clerk,72.86245353159852,False,False,False
ATT0013470,2025-12-26,SCH0209,4,70,53,Absent,Admin,75.71428571428571,False,False,False
ATT0014611,2025-11-04,SCH0256,6,109,68,Present,Admin,62.38532110091744,False,False,False
ATT0003296,2025-04-04,SCH0114,4,93,77,Absent,Class Teacher,82.79569892473118,False,False,False
ATT0012265,2025-06-09,SCH0138,9,223,176,Present,Headmaster,78.9237668161435,False,False,False
ATT0019970,2025-12-04,SCH0475,8,50,42,Present,Class Teacher,84.0,False,False,False
ATT0006150,2025-04-09,SCH0443,6,225,178,Issue,Headmaster,79.11111111111111,False,False,False
ATT0003311,2025-06-27,SCH0154,2,144,134,Present,Headmaster,93.05555555555556,False,False,False
ATT0007811,2025-05-31,SCH0247,10,255,235,Present,Clerk,92.15686274509804,False,False,False
ATT0003046,2025-05-30,SCH0518,7,202,185,Present,Admin,91.58415841584159,False,False,False
ATT0019329,2025-06-11,SCH0488,6,111,98,Present,Unknown,88.28828828828829,False,False,False
ATT0019718,2025-05-22,SCH0061,4,77,58,Present,Class Teacher,75.32467532467533,False,False,False
ATT0007701,2025-05-23,SCH0091,6,104,88,Present,Class Teacher,84.61538461538461,False,False,False
ATT0018289,2025-08-28,SCH0504,3,89,59,Present,Class Teacher,66.29213483146067,False,False,False
ATT0007922,2025-07-20,SCH0386,2,150,122,Present,Headmaster,81.33333333333333,False,False,False
ATT0007986,2025-12-25,SCH0473,5,86,76,Present,Class Teacher,88.37209302325581,False,False,False
ATT0019910,2025-09-25,SCH0272,4,165,135,Present,Headmaster,81.81818181818183,False,False,False
ATT0002066,2025-06-05,SCH0311,7,182,109,Absent,Headmaster,59.89010989010989,False,False,False
ATT0004903,2025-12-23,SCH0571,4,65,39,Present,Clerk,60.0,False,False,False
ATT0018677,2025-12-31,SCH0583,8,161,103,Present,Class Teacher,63.975155279503106,False,False,False
ATT0001445,2025-07-17,SCH0484,3,207,148,Present,Clerk,71.49758454106279,False,False,False
ATT0008343,2025-09-10,SCH0215,1,251,196,Present,Class Teacher,78.08764940239044,False,False,False
ATT0001373,2026-01-21,SCH0212,4,45,40,Present,Clerk,88.88888888888889,False,False,False
ATT0000279,2025-07-22,SCH0490,9,273,179,Present,Unknown,65.56776556776556,False,False,False
ATT0019628,2026-02-06,SCH0003,3,202,143,Present,Clerk,70.79207920792079,False,False,False
ATT0017067,2025-08-13,SCH0100,5,98,64,Absent,Admin,65.3061224489796,False,False,False
ATT0018504,2026-02-07,SCH0330,9,178,142,Present,Headmaster,79.7752808988764,False,False,False
ATT0003634,2025-12-25,SCH0435,3,294,223,Present,Clerk,75.85034013605441,False,False,False
ATT0000514,2025-06-28,SCH0306,2,199,140,Present,Headmaster,70.35175879396985,False,False,False
ATT0006600,2025-09-16,SCH0483,1,243,210,Present,Headmaster,86.41975308641975,False,False,False
ATT0006552,2025-12-18,SCH0035,8,203,165,Absent,Class Teacher,81.2807881773399,False,False,False
ATT0007016,2026-03-03,SCH0532,3,204,132,Present,Admin,64.70588235294117,False,False,False
ATT0009682,2025-12-16,SCH0204,5,241,172,Present,Clerk,71.36929460580913,False,False,False
ATT0011744,2025-12-16,SCH0143,6,278,245,Unknown,Headmaster,88.12949640287769,False,False,False
ATT0017889,2025-11-30,SCH0516,7,170,182,Present,Unknown,,True,False,False
ATT0011156,2026-03-10,SCH0050,3,168,127,Present,Headmaster,75.59523809523809,False,False,False
ATT0015061,2025-11-19,SCH0506,10,149,112,Present,Clerk,75.16778523489933,False,False,False
ATT0007590,2026-01-03,SCH0140,2,113,85,Present,Unknown,75.22123893805309,False,False,False
ATT0018114,2025-04-20,SCH0267,7,122,81,Present,Admin,66.39344262295081,False,False,False
ATT0012035,2025-07-20,SCH0274,8,83,100,Present,Clerk,,True,False,False
ATT0007616,2025-11-26,SCH0199,3,273,229,Present,Admin,83.88278388278388,False,False,False
ATT0010770,2025-07-18,SCH0118,10,139,121,Present,Headmaster,87.05035971223022,False,False,False
ATT0009689,2025-11-18,SCH0252,7,236,159,Absent,Headmaster,67.37288135593221,False,False,False
ATT0006146,2025-06-19,SCH0588,8,294,192,Present,Headmaster,65.3061224489796,False,False,False
ATT0011747,2025-11-27,SCH0210,2,159,136,Present,Unknown,85.53459119496856,False,False,False
ATT0006165,2025-12-14,SCH0029,5,235,214,Present,Admin,91.06382978723404,False,False,False
ATT0011061,2025-05-08,SCH0550,1,240,145,Present,Headmaster,60.416666666666664,False,False,False
ATT0017200,2025-05-08,SCH0343,3,163,113,Present,Admin,69.32515337423312,False,False,False
ATT0011124,2025-08-06,SCH0025,6,186,197,Present,Headmaster,,True,False,False
ATT0008055,2026-03-24,SCH0194,3,296,223,Present,Class Teacher,75.33783783783784,False,False,False
ATT0002404,2026-03-21,SCH0517,9,106,90,Present,Headmaster,84.90566037735849,False,False,False
ATT0015053,2025-04-21,SCH0266,6,297,288,Present,Class Teacher,96.96969696969697,False,False,False
ATT0006892,2025-07-19,SCH0556,3,261,267,Present,Class Teacher,,True,False,False
ATT0015291,2025-09-10,SCH0351,4,64,53,Issue,Headmaster,82.8125,False,False,False
ATT0007597,2025-06-24,SCH0120,4,129,82,Present,Admin,63.565891472868216,False,False,False
ATT0012253,2026-03-12,SCH0238,4,300,197,Present,Clerk,65.66666666666666,False,False,False
ATT0002860,2025-10-15,SCH0455,2,268,225,Present,Class Teacher,83.95522388059702,False,False,False
ATT0007657,2025-10-02,SCH0102,4,152,111,Present,Headmaster,73.02631578947368,False,False,False
ATT0012408,2025-05-27,SCH0252,2,244,214,Present,Headmaster,87.70491803278688,False,False,False
ATT0006535,2026-02-07,SCH0404,4,151,117,Present,Clerk,77.48344370860927,False,False,False
ATT0008370,2025-05-18,SCH0381,2,277,246,Present,Clerk,88.8086642599278,False,False,False
ATT0013583,2026-03-11,SCH0293,10,92,58,Present,Class Teacher,63.04347826086957,False,False,False
ATT0004075,2026-01-24,SCH0582,5,108,100,Present,Headmaster,92.5925925925926,False,False,False
ATT0012083,2025-06-05,SCH0215,3,294,177,Present,Clerk,60.204081632653065,False,False,False
ATT0001706,2025-10-04,SCH0201,2,146,113,Present,Class Teacher,77.3972602739726,False,False,False
ATT0011106,2025-12-27,SCH0204,8,185,112,Present,Unknown,60.54054054054055,False,False,False
ATT0002725,2026-03-21,SCH0135,5,275,283,Present,Headmaster,,True,False,False
ATT0009163,2025-07-02,SCH0108,3,291,204,Present,Headmaster,70.10309278350515,False,False,False
ATT0000477,2025-11-08,SCH0272,10,202,135,Present,Admin,66.83168316831683,False,False,False
ATT0012289,2025-07-20,SCH0474,7,273,188,Present,Class Teacher,68.86446886446886,False,False,False
ATT0016304,2025-07-20,SCH0383,4,120,93,Present,Headmaster,77.5,False,False,False
ATT0008910,2025-08-12,SCH0236,6,148,114,Present,Unknown,77.02702702702703,False,False,False
ATT0019783,2026-02-10,SCH0276,7,206,206,Present,Clerk,100.0,False,False,False
ATT0015990,2025-05-14,SCH0015,3,159,118,Present,Class Teacher,74.21383647798741,False,False,False
ATT0017233,2025-10-08,SCH0222,9,217,217,Present,Class Teacher,100.0,False,False,False
ATT0012545,2025-12-06,SCH0013,8,257,174,Present,Headmaster,67.70428015564202,False,False,False
ATT0014067,2025-07-16,SCH0584,5,204,212,Present,Headmaster,,True,False,False
ATT0006199,2025-04-08,SCH0030,2,258,166,Present,Headmaster,64.34108527131784,False,False,False
ATT0017206,2026-12-01,SCH0535,2,80,73,Present,Headmaster,91.25,False,False,False
ATT0016592,2026-03-30,SCH0198,1,54,40,Present,Class Teacher,74.07407407407408,False,False,False
ATT0005036,2025-09-26,SCH0381,4,178,158,Present,Admin,88.76404494382022,False,False,False
ATT0012760,2025-12-20,SCH0121,2,260,213,Present,Headmaster,81.92307692307692,False,False,False
